Probe_Set	Phy_position	CPA	chiptype
SNP_A-1782466	19272965	1.3191	chip2
SNP_A-2113329	19309086	1	chip2
SNP_A-4251252	19309319	1.0664	chip2
SNP_A-4233185	19336854	0.9537	chip1
SNP_A-2087294	19337785	0.9861	chip1
SNP_A-1837486	19362325	1.2087	chip1
SNP_A-2264664	19362693	0.8889	chip1
SNP_A-2147430	19380763	1	chip2
SNP_A-1898144	19381928	0.4702	chip1
SNP_A-1889657	19384798	1.4081	chip1
SNP_A-1859045	19402695	1.1716	chip1
SNP_A-4229800	19406967	1.6241	chip1
SNP_A-4218386	19411485	1.9651	chip1
SNP_A-4198039	19416412	0.7789	chip1
SNP_A-2115671	19417051	0.7185	chip1
SNP_A-1942128	19417144	1.1339	chip1
SNP_A-2195140	19417404	1.2253	chip1
SNP_A-1884164	19417621	1.0841	chip1
SNP_A-2231675	19420550	1.2784	chip1
SNP_A-2052123	19424016	0.5935	chip1
SNP_A-2275327	19444485	0.8456	chip2
SNP_A-1899385	19447566	0.7368	chip2
SNP_A-4295899	19447789	1.2492	chip2
SNP_A-2032303	19453422	1.3787	chip1
SNP_A-4206158	19456378	0.7402	chip1
SNP_A-4285701	19459561	1.5533	chip2
SNP_A-1928634	19459714	1.0344	chip2
SNP_A-2091422	19482879	1.3766	chip1
SNP_A-2126852	19483641	1.3601	chip1
SNP_A-4299851	19487234	1.1417	chip2
SNP_A-2253139	19488329	1.3543	chip1
SNP_A-2191167	19489099	1.6958	chip1
SNP_A-2216525	19489537	0.7877	chip1
SNP_A-2039434	19489770	0.7593	chip1
SNP_A-2159990	19489991	0.5383	chip1
SNP_A-1864922	19492423	1	chip2
SNP_A-2191188	19495751	0.684	chip1
SNP_A-2191190	19496544	1.5247	chip1
SNP_A-1850399	19502641	0.7087	chip1
SNP_A-1861111	19502828	0.7311	chip1
SNP_A-2267924	19502884	0.945	chip1
SNP_A-4287383	19525147	0.6031	chip2
SNP_A-1812180	19526274	1.157	chip1
SNP_A-2259190	19553467	1.5506	chip2
SNP_A-4198995	19556947	1.0362	chip1
SNP_A-2191272	19580947	0.5785	chip2
SNP_A-2191275	19581513	1.1598	chip2
SNP_A-2191290	19586195	1.5694	chip1
SNP_A-1953507	19590038	0.7329	chip1
SNP_A-2163374	19590226	1	chip1
SNP_A-2071485	19590795	2.2954	chip1
SNP_A-2027155	19590900	0.7064	chip1
SNP_A-2079512	19592409	1.0577	chip1
SNP_A-2292915	19592561	1.7585	chip1
SNP_A-2191296	19594095	1.4401	chip1
SNP_A-2136963	19595673	1.0408	chip2
SNP_A-1833033	19608234	1	chip1
SNP_A-2034628	19608948	0.7254	chip1
SNP_A-2036188	19618933	0.7656	chip1
SNP_A-4217999	19620187	0.5335	chip1
SNP_A-1919150	19629122	1.1636	chip1
SNP_A-2199341	19633680	1.5712	chip2
SNP_A-2033367	19648010	1.7368	chip1
SNP_A-2121250	19669355	1.0083	chip1
SNP_A-2101909	19669857	0.7973	chip1
SNP_A-2028053	19669994	0.8235	chip1
SNP_A-4260180	19687711	1.3837	chip2
SNP_A-4194464	19688912	0.2861	chip1
SNP_A-2119605	19692061	0.8325	chip1
SNP_A-4290399	19696043	1.1808	chip2
SNP_A-2191313	19696131	1.2673	chip1
SNP_A-1919667	19715756	0.9327	chip1
SNP_A-2216049	19716780	0.9265	chip1
SNP_A-1791215	19725306	0.9177	chip2
SNP_A-1785168	19728991	1.7143	chip2
SNP_A-1841936	19729093	1.2799	chip2
SNP_A-2191350	19730832	0.8735	chip1
SNP_A-1895731	19735141	0.6253	chip1
SNP_A-2199437	19735202	0.8791	chip1
SNP_A-1929648	19742330	1.1065	chip2
SNP_A-2191378	19742349	0.9811	chip2
SNP_A-2191380	19743825	1	chip1
SNP_A-1832543	19747097	1	chip1
SNP_A-1912049	19747431	2.5854	chip1
SNP_A-4303756	19768079	0.6189	chip2
SNP_A-2093051	19768138	1.1627	chip2
SNP_A-1806314	19781692	0.9696	chip2
SNP_A-2173467	19782162	1.0475	chip2
SNP_A-1925794	19785865	1.6278	chip1
SNP_A-4273678	19786681	1.4823	chip2
SNP_A-4197178	19791988	0.8891	chip1
SNP_A-2260081	19793978	0.7932	chip1
SNP_A-2142910	19813109	0.4881	chip2
SNP_A-2066540	19817035	1.9522	chip2
SNP_A-1940353	19827644	0.8494	chip1
SNP_A-4239008	19830713	1	chip1
SNP_A-1906507	19831456	1.0985	chip2
SNP_A-2251106	19831906	0.6153	chip2
SNP_A-2133063	19833871	0.8253	chip1
SNP_A-2148301	19833934	0.7924	chip1
SNP_A-2191472	19837458	1.0108	chip2
SNP_A-4283431	19845685	1.1946	chip2
SNP_A-1938632	19852005	1.2719	chip1
SNP_A-1895781	19865555	1.2405	chip1
SNP_A-1896747	19866718	0.7232	chip1
SNP_A-2191495	19872155	1.876	chip1
SNP_A-2191496	19872547	2.1969	chip1
SNP_A-4246107	19876135	2.5926	chip2
SNP_A-2277245	19879331	1.0529	chip1
SNP_A-4254311	19881172	1	chip2
SNP_A-2191550	19892935	0.7847	chip1
SNP_A-2191552	19893052	0.6756	chip1
SNP_A-4241795	19897637	0.5369	chip2
SNP_A-1810121	19901246	0.8689	chip2
SNP_A-2093186	19911002	1.0431	chip1
SNP_A-2196241	19911153	0.5828	chip2
SNP_A-2275991	19914699	0.8618	chip2
SNP_A-4268584	19932382	1.6861	chip2
SNP_A-2191584	19932910	1	chip1
SNP_A-2191585	19933651	1.111	chip2
SNP_A-1900145	19937329	0.7317	chip2
SNP_A-1957411	19938591	1.7926	chip2
SNP_A-1949715	19941485	0.9854	chip1
SNP_A-2219278	19942496	1.1661	chip2
SNP_A-2265860	19942580	1.4117	chip2
SNP_A-2101243	19953770	0.9908	chip2
SNP_A-1885597	19957802	1.054	chip2
SNP_A-2139555	19958020	1.1363	chip1
SNP_A-2091274	19959489	2.0359	chip1
SNP_A-2165640	19961389	1.2993	chip2
SNP_A-4246065	19961438	0.9704	chip2
SNP_A-4296686	19968187	1	chip2
SNP_A-4285036	19968282	0.7504	chip2
SNP_A-2181529	19969322	1.4985	chip2
SNP_A-4271114	19971796	0.6252	chip2
SNP_A-2195308	19972000	0.8249	chip2
SNP_A-2211196	19975355	1.9356	chip2
SNP_A-1950425	19983836	1.2606	chip2
SNP_A-4294678	19987282	1.8244	chip2
SNP_A-4257994	19987505	0.5342	chip2
SNP_A-2254160	19987584	0.9901	chip2
SNP_A-4300414	19994289	1.4401	chip2
SNP_A-2070637	19995357	0.5384	chip2
SNP_A-1803465	20012291	1.3263	chip1
SNP_A-1782470	20017108	1.5602	chip1
SNP_A-1953660	20020023	0.7181	chip2
SNP_A-2052144	20020101	1.0999	chip2
SNP_A-2064097	20020509	0.6634	chip2
SNP_A-2191652	20021582	0.6713	chip1
SNP_A-4256492	20027273	1.0429	chip2
SNP_A-2279089	20027311	1.5056	chip2
SNP_A-1839255	20027330	1.0469	chip2
SNP_A-2179075	20027606	0.9285	chip2
SNP_A-1910133	20028565	0.8022	chip1
SNP_A-2195413	20029710	1.0887	chip1
SNP_A-1959168	20029850	1.0997	chip2
SNP_A-1957350	20030302	1.9333	chip1
SNP_A-2286739	20030320	2.783	chip1
SNP_A-1782737	20051393	0.7355	chip2
SNP_A-2172594	20052953	0.6453	chip2
SNP_A-1791005	20053581	2.59	chip1
SNP_A-2231116	20062337	1.6501	chip1
SNP_A-1816452	20062699	1.3952	chip1
SNP_A-2226170	20062727	1	chip1
SNP_A-2196172	20063103	0.7925	chip1
SNP_A-2193714	20073877	0.931	chip2
SNP_A-1958802	20074554	1.6313	chip2
SNP_A-1926506	20074902	0.9709	chip2
SNP_A-1933744	20077488	1.0173	chip1
SNP_A-1933996	20077897	2.0287	chip2
SNP_A-2213568	20078055	1	chip2
SNP_A-4294726	20079312	1.1414	chip2
SNP_A-1863967	20079991	0.8907	chip1
SNP_A-2191712	20082552	1.3177	chip1
SNP_A-4231070	20087258	1.3802	chip1
SNP_A-2191729	20092955	1.2945	chip2
SNP_A-1906641	20094459	1.4494	chip1
SNP_A-2070690	20094626	0.607	chip1
SNP_A-2191751	20113123	0.67	chip1
SNP_A-2163706	20113734	1.0034	chip1
SNP_A-2090879	20116652	1.0727	chip1
SNP_A-1884580	20120397	1.1909	chip1
SNP_A-2022692	20120761	0.9134	chip1
SNP_A-2028393	20123097	0.498	chip2
SNP_A-2204728	20123831	1.4882	chip1
SNP_A-1904568	20128177	0.4897	chip1
SNP_A-1865769	20130127	1.1407	chip2
SNP_A-2228865	20130257	1.0767	chip2
SNP_A-1953477	20130287	1.0143	chip2
SNP_A-1898230	20130488	0.4241	chip2
SNP_A-4258341	20141227	0.6979	chip2
SNP_A-4206211	20151250	0.8134	chip1
SNP_A-2023699	20151347	0.6038	chip1
SNP_A-2061432	20151584	0.931	chip1
SNP_A-2302136	20177904	1	chip1
SNP_A-1879759	20178271	1.0987	chip1
SNP_A-2030058	20178749	1.2373	chip1
SNP_A-4231085	20178805	0.7377	chip1
SNP_A-2191865	20179566	0.5666	chip2
SNP_A-4256647	20179699	0.6457	chip2
SNP_A-1934081	20181723	0.5521	chip2
SNP_A-4293759	20182100	1.0117	chip2
SNP_A-1915516	20194287	0.7841	chip2
SNP_A-2191884	20194874	0.554	chip2
SNP_A-4231087	20201291	0.5119	chip1
SNP_A-4256132	20203164	0.5711	chip2
SNP_A-2191902	20223139	0.7086	chip2
SNP_A-4290447	20223628	0.5292	chip2
SNP_A-2309708	20224089	1.2514	chip2
SNP_A-1955851	20225110	0.844	chip2
SNP_A-2245322	20226288	0.7907	chip2
SNP_A-1936187	20229446	1.9419	chip2
SNP_A-2250534	20235319	1.2922	chip2
SNP_A-2279696	20236067	1.0776	chip2
SNP_A-1953126	20236123	1	chip2
SNP_A-2033470	20245929	0.6775	chip1
SNP_A-1794428	20248238	0.5094	chip2
SNP_A-2249696	20249121	2.2712	chip2
SNP_A-2298521	20252640	0.801	chip1
SNP_A-2260592	20258525	0.7087	chip1
SNP_A-1871149	20259512	0.7628	chip2
SNP_A-2191935	20271429	0.9878	chip1
SNP_A-1950950	20272176	0.4742	chip1
SNP_A-2274631	20273172	1.6071	chip1
SNP_A-2052905	20273790	0.4114	chip2
SNP_A-2092744	20275863	0.7095	chip1
SNP_A-2154766	20275932	0.791	chip1
SNP_A-2084424	20276579	1.0629	chip1
SNP_A-1853096	20277396	0.9475	chip1
SNP_A-1809101	20278496	0.7604	chip2
SNP_A-2051706	20280006	1.0795	chip2
SNP_A-2050991	20283701	1.0388	chip1
SNP_A-1812098	20283863	0.5656	chip1
SNP_A-2217327	20283985	0.9518	chip1
SNP_A-2100458	20284485	1	chip1
SNP_A-2276928	20284910	1.0974	chip2
SNP_A-1892960	20288180	1.2555	chip1
SNP_A-2098798	20288504	0.7697	chip1
SNP_A-4204202	20292766	1.6066	chip1
SNP_A-2088188	20292831	1	chip1
SNP_A-4198081	20297342	0.7693	chip1
SNP_A-1948101	20297432	0.4579	chip1
SNP_A-4253819	20299040	1.1038	chip2
SNP_A-2217146	20299145	0.725	chip2
SNP_A-2183869	20300012	1	chip2
SNP_A-4259413	20300040	1.5269	chip2
SNP_A-2202538	20300264	0.5052	chip2
SNP_A-2075234	20304608	0.7372	chip2
SNP_A-4257242	20304838	0.4774	chip2
SNP_A-2101963	20305259	1.1481	chip2
SNP_A-1834589	20308607	1.1007	chip1
SNP_A-1790660	20308638	1.1294	chip1
SNP_A-1848333	20317060	0.8854	chip1
SNP_A-4290459	20319964	1.2997	chip2
SNP_A-2223266	20325564	1.1705	chip1
SNP_A-2085268	20326763	1.5008	chip2
SNP_A-2128484	20329136	1.1582	chip2
SNP_A-2047324	20335477	1.2439	chip1
SNP_A-2199674	20337669	2.1797	chip2
SNP_A-2217457	20338112	1.8279	chip2
SNP_A-4297177	20338143	0.4998	chip2
SNP_A-2025491	20368244	1.3919	chip2
SNP_A-1802472	20374803	1.325	chip1
SNP_A-2269873	20376097	0.6408	chip2
SNP_A-2052433	20376406	1.5618	chip2
SNP_A-2266617	20388754	1.4601	chip1
SNP_A-1877735	20395941	0.7355	chip2
SNP_A-2138849	20396123	0.3637	chip2
SNP_A-2192077	20397748	1.0073	chip1
SNP_A-4200809	20405194	0.6002	chip1
SNP_A-2003607	20418513	0.695	chip2
SNP_A-2003608	20422939	1.1679	chip1
SNP_A-1947165	20434060	0.8727	chip1
SNP_A-2155815	20436252	1.6105	chip2
SNP_A-4238818	20489441	1.6242	chip1
SNP_A-1920958	20503182	0.5715	chip2
SNP_A-4300735	20510303	0.9859	chip2
SNP_A-2003609	20511742	0.9184	chip1
SNP_A-1819832	20521583	1.5836	chip1
SNP_A-2003610	20523213	0.9366	chip2
SNP_A-2174771	20549295	0.5003	chip2
SNP_A-2121501	20556282	1.1888	chip2
SNP_A-1838401	20561162	1.202	chip2
SNP_A-2192200	20565861	1.0111	chip1
SNP_A-2303192	20568894	1.6227	chip2
SNP_A-2270322	20568912	1.3204	chip2
SNP_A-1780509	20572185	0.8342	chip2
SNP_A-2124539	20579769	0.9301	chip1
SNP_A-2192228	20581337	0.7099	chip2
SNP_A-2192231	20581629	0.4948	chip2
SNP_A-4296421	20583376	1.4477	chip2
SNP_A-2082500	20596530	0.791	chip2
