Probe_Set	Phy_position	CPA	chiptype
SNP_A-2163138	17408	0.7813	chip1
SNP_A-2152189	41499	1.072	chip1
SNP_A-2007171	56187	1.113	chip1
SNP_A-4208754	56328	2.0843	chip1
SNP_A-2255741	57272	1.3506	chip1
SNP_A-2168395	82476	1.2128	chip1
SNP_A-2188235	85933	0.9088	chip1
SNP_A-4193827	86004	2.0379	chip1
SNP_A-1807249	86125	0.7847	chip1
SNP_A-1810885	86148	0.8974	chip1
SNP_A-1967421	86460	1	chip1
SNP_A-4208755	86555	1	chip1
SNP_A-1876447	87173	1	chip1
SNP_A-4206328	87409	1	chip1
SNP_A-4205555	87419	1	chip1
SNP_A-4195618	87576	1	chip1
SNP_A-2050472	87745	0.8457	chip1
SNP_A-2188425	88280	1	chip1
SNP_A-4204493	88695	1	chip1
SNP_A-1967422	95685	1.376	chip2
SNP_A-2134918	96084	1.1739	chip2
SNP_A-4240545	116466	0.559	chip1
SNP_A-2228915	117995	1.0103	chip2
SNP_A-2264709	126856	0.6184	chip1
SNP_A-2029409	134405	0.7916	chip1
SNP_A-2276280	136107	1.1562	chip2
SNP_A-4247284	136318	0.7128	chip2
SNP_A-2290880	145675	1.0383	chip1
SNP_A-1967423	161423	1.2864	chip2
SNP_A-1967424	161523	0.9699	chip2
SNP_A-4302070	164811	0.645	chip2
SNP_A-1881949	165074	0.8626	chip1
SNP_A-1786318	165281	0.3678	chip1
SNP_A-4262639	168303	1.9378	chip2
SNP_A-4262640	168757	0.9229	chip2
SNP_A-1967426	169018	0.9507	chip2
SNP_A-1967427	169537	0.7751	chip1
SNP_A-2108947	169942	0.8387	chip1
SNP_A-1882617	172128	1.3932	chip2
SNP_A-1893340	178177	0.6161	chip1
SNP_A-4259193	178516	1.4201	chip2
SNP_A-1844577	178983	1.0793	chip2
SNP_A-4285192	181858	0.5879	chip2
SNP_A-2029396	184992	1.0889	chip1
SNP_A-2197623	185618	1.3524	chip1
SNP_A-2294468	192092	1.3572	chip2
SNP_A-2090560	203240	1.0798	chip1
SNP_A-2080892	204107	0.8659	chip2
SNP_A-1854133	204727	1.4004	chip2
SNP_A-2088310	205032	0.6258	chip2
SNP_A-1793325	217006	0.6157	chip2
SNP_A-4241633	217690	0.4495	chip2
SNP_A-4294829	217703	1.2347	chip2
SNP_A-1813016	231877	0.5065	chip2
SNP_A-1905617	232814	1	chip2
SNP_A-1803869	232834	1.3367	chip2
SNP_A-1798955	236922	0.8117	chip1
SNP_A-2040597	236996	0.5547	chip1
SNP_A-2007172	237362	1.3155	chip2
SNP_A-2070685	237612	1.3446	chip2
SNP_A-2185015	258474	0.8865	chip2
SNP_A-1937319	258493	0.9374	chip2
SNP_A-2242883	261237	0.7451	chip1
SNP_A-2072345	274016	1.8528	chip2
SNP_A-2186579	285386	0.7245	chip2
SNP_A-2272168	289946	0.6134	chip1
SNP_A-2098737	293617	0.8966	chip1
SNP_A-1781190	295908	1.2066	chip2
SNP_A-1812189	297306	1.8442	chip2
SNP_A-4279393	300717	0.6761	chip2
SNP_A-4238000	304785	1.6152	chip1
SNP_A-2198314	308460	0.3789	chip1
SNP_A-4252596	320358	0.9611	chip2
SNP_A-2272035	325979	1.7603	chip2
SNP_A-1931115	326242	1	chip2
SNP_A-2243431	333052	3.0236	chip2
SNP_A-4285817	351653	1.0415	chip2
