Probe_Set	Phy_position	CPA	chiptype
SNP_A-1807459	26671	0.6423	chip2
SNP_A-1920486	31010	1	chip1
SNP_A-1851160	55072	1.0255	chip2
SNP_A-1837151	55185	1.837	chip2
SNP_A-1903744	59729	0.9084	chip2
SNP_A-2180565	70406	0.6395	chip2
SNP_A-1912183	70853	0.7057	chip2
SNP_A-2223298	81659	0.7151	chip2
SNP_A-2214771	83503	1.1795	chip2
SNP_A-4277252	85884	1	chip2
SNP_A-2265550	92472	1.0133	chip2
SNP_A-1951877	94345	0.7376	chip1
SNP_A-4297550	95320	2.2814	chip2
SNP_A-2138979	95358	1	chip2
SNP_A-4274223	97141	0.8129	chip2
SNP_A-1900393	101938	0.478	chip2
SNP_A-1806157	103351	0.7625	chip1
SNP_A-2298758	103598	1.3516	chip1
SNP_A-1784644	103626	0.791	chip2
SNP_A-2066193	104935	0.6321	chip2
SNP_A-2101696	108691	0.9709	chip2
SNP_A-1887065	122467	0.8071	chip2
SNP_A-2114791	141389	1	chip2
SNP_A-1807029	145035	1	chip2
SNP_A-2131890	161057	0.5311	chip2
SNP_A-4293193	180281	2.4345	chip2
SNP_A-1865048	181211	0.6378	chip1
SNP_A-2085566	202300	0.8311	chip1
SNP_A-1822364	216550	1.6654	chip1
SNP_A-2078251	233563	1.0377	chip2
SNP_A-1792793	233916	1	chip2
SNP_A-2302625	234387	0.9321	chip1
SNP_A-1832419	240642	0.657	chip2
SNP_A-2243694	252636	1.1469	chip1
SNP_A-1782571	258414	1.2974	chip2
SNP_A-4193095	259512	1.1756	chip1
SNP_A-1814555	291674	0.5761	chip2
SNP_A-1948894	296106	1.2275	chip2
SNP_A-2221226	297425	0.4404	chip2
SNP_A-2041759	298309	0.9795	chip2
SNP_A-2054388	307985	1.2192	chip2
SNP_A-2279401	309141	1.4731	chip2
SNP_A-2220560	309385	0.767	chip2
SNP_A-1809023	315901	0.754	chip2
SNP_A-1783948	316782	0.7084	chip2
SNP_A-2160811	335397	0.8363	chip1
SNP_A-1914480	341210	1.7571	chip1
SNP_A-4250565	359093	1.1065	chip2
SNP_A-2271799	381810	1.1362	chip2
SNP_A-2306843	386363	0.8766	chip2
SNP_A-2050351	389346	0.7188	chip2
SNP_A-2311530	447905	0.8748	chip2
SNP_A-1943432	451081	1.0804	chip2
SNP_A-2165405	451764	0.8995	chip2
SNP_A-2115234	462673	0.5308	chip2
SNP_A-2273921	476632	2.0771	chip2
SNP_A-4259481	476687	0.7025	chip2
SNP_A-1863339	487298	0.8831	chip1
SNP_A-1868928	492622	0.6916	chip2
SNP_A-1803597	512856	1.2713	chip2
SNP_A-2218833	536443	0.7174	chip2
SNP_A-2124970	570903	1.7493	chip1
SNP_A-2297304	582611	1.0323	chip1
SNP_A-1824513	590789	0.9982	chip1
SNP_A-1955694	592942	0.7379	chip1
SNP_A-4288817	656288	0.8977	chip2
SNP_A-1907073	664085	1	chip2
SNP_A-2053853	671726	1.879	chip2
SNP_A-2205052	671772	2.2349	chip2
SNP_A-2266742	691874	0.9989	chip2
SNP_A-2031318	706486	0.6663	chip2
SNP_A-4242696	725280	1.6871	chip2
SNP_A-2290410	771465	1.0661	chip2
SNP_A-2092525	802834	0.7966	chip2
SNP_A-2286281	826377	1	chip2
SNP_A-1804691	846888	0.5314	chip2
SNP_A-2310021	850951	0.8438	chip2
SNP_A-4251295	851718	1.6805	chip2
SNP_A-2076382	856123	1.0093	chip2
SNP_A-2181571	871687	0.7996	chip1
SNP_A-4304453	879796	2.8276	chip2
SNP_A-2071588	910599	0.6435	chip1
SNP_A-2219900	928890	0.6444	chip1
SNP_A-2095018	928999	0.942	chip1
