Probe_Set	Phy_position	CPA	chiptype
SNP_A-4204168	9887804	0.6241	chip1
SNP_A-2015094	9941889	0.8708	chip2
SNP_A-4215512	9984282	1.135	chip1
SNP_A-4270130	10022975	1.8879	chip2
SNP_A-1968944	10105718	1.2611	chip2
SNP_A-4270132	10189119	1.6737	chip2
SNP_A-2007909	13291078	0.7241	chip1
SNP_A-2015118	13517135	0.7322	chip1
SNP_A-4215519	13564335	1.2367	chip1
SNP_A-4215520	13571669	0.7747	chip1
SNP_A-2015124	13613238	0.6377	chip1
SNP_A-1968953	13636494	1.0937	chip2
SNP_A-4215521	13661335	1.6058	chip1
SNP_A-2015126	13678232	1.6692	chip1
SNP_A-2015127	13678797	1	chip1
SNP_A-4215522	13682712	1	chip1
SNP_A-2015130	13697600	0.5755	chip1
SNP_A-4270134	13706156	0.8845	chip2
SNP_A-4215523	13713580	1	chip1
SNP_A-4270135	13715376	1.8313	chip2
SNP_A-1968954	13718506	0.4456	chip1
SNP_A-2015134	13720108	1.1432	chip1
SNP_A-2015136	13722724	0.5967	chip1
SNP_A-4215524	13723013	1.2079	chip1
SNP_A-4262893	13724862	2.608	chip2
SNP_A-4215525	13734426	1.2628	chip1
SNP_A-4215526	13741579	1	chip1
SNP_A-2015139	13749569	0.7666	chip2
SNP_A-4270136	13771499	1.6801	chip2
SNP_A-4270137	13829460	1.0796	chip2
SNP_A-4208940	13837926	1.6954	chip1
SNP_A-2007917	13883792	1.7433	chip2
SNP_A-2015148	13891798	0.7256	chip1
SNP_A-4262895	13927022	0.6436	chip2
SNP_A-2015151	14032696	1.8213	chip2
SNP_A-4215528	14051249	0.5728	chip1
SNP_A-2015155	14059449	1.2363	chip2
SNP_A-2015156	14060361	1.6434	chip2
SNP_A-1968961	14070001	1	chip2
SNP_A-4270138	14074768	1.9737	chip2
SNP_A-4215529	14098759	1.1033	chip1
SNP_A-4270139	14102710	1	chip2
SNP_A-4270140	14103113	0.9898	chip2
SNP_A-1824022	14131220	0.9378	chip1
SNP_A-2015161	14136067	0.754	chip1
SNP_A-2015164	14214235	0.59	chip1
SNP_A-1968964	14214699	1.4297	chip1
SNP_A-4208941	14250204	0.8401	chip1
SNP_A-4270141	14253296	2.418	chip2
SNP_A-2015169	14253349	1.6416	chip2
SNP_A-2015170	14253904	0.9668	chip1
SNP_A-2015171	14258132	1	chip2
SNP_A-2015173	14258658	0.672	chip2
