Probe_Set	Phy_position	CPA	chiptype
SNP_A-1695182	103115	1.1082	chip1
SNP_A-1742478	357927	1.1826	chip1
SNP_A-1743918	374533	0.8025	chip1
SNP_A-1682642	398952	1.3696	chip2
SNP_A-1749630	459347	1.1259	chip1
SNP_A-1684301	753229	1.441	chip1
SNP_A-1733467	932190	1.13	chip1
SNP_A-1733341	932439	0.9622	chip1
SNP_A-1723603	1035323	1.4138	chip1
SNP_A-1734193	1137333	0.8999	chip1
SNP_A-1715313	1702532	1.1782	chip2
SNP_A-1739136	1917122	0.8973	chip1
SNP_A-1677163	2130692	1.8791	chip1
SNP_A-1753339	2145824	1.4005	chip2
SNP_A-1641783	2146252	0.788	chip2
SNP_A-1722492	2146683	1.0375	chip2
SNP_A-1713504	2359598	0.9559	chip2
SNP_A-1686384	2359856	1.3452	chip2
SNP_A-1744437	2468915	1.3107	chip2
SNP_A-1647012	2481814	1.7555	chip2
SNP_A-1666450	2482261	1.0226	chip2
SNP_A-1664272	2541494	1	chip2
SNP_A-1694689	2541584	1	chip2
SNP_A-1741613	2542077	1	chip2
SNP_A-1715701	2542398	1	chip2
SNP_A-1738883	2601693	0.3941	chip2
SNP_A-1645780	2776707	0.6128	chip2
SNP_A-1742010	2850907	1.2392	chip1
SNP_A-1742174	2851133	0.5901	chip1
SNP_A-1685689	2952727	0.6828	chip1
SNP_A-1685864	3006428	0.6128	chip2
SNP_A-1674239	3036730	0.9123	chip2
SNP_A-1697875	3086586	1.4193	chip2
SNP_A-1756040	3086645	0.6065	chip2
SNP_A-1717639	3086796	1.1397	chip2
SNP_A-1650084	3111980	0.8948	chip2
SNP_A-1670639	3112326	1.6506	chip1
SNP_A-1716518	3156791	1.5645	chip1
SNP_A-1686214	3188851	1.2512	chip2
SNP_A-1746426	3189124	1.3495	chip2
SNP_A-1708452	3238690	0.7798	chip2
SNP_A-1720704	3362745	0.833	chip1
SNP_A-1722533	3371115	2.0007	chip1
SNP_A-1744898	3400993	1.071	chip1
SNP_A-1657398	3721796	0.9298	chip1
SNP_A-1642642	4308726	0.5898	chip1
SNP_A-1678878	4359414	0.7051	chip2
SNP_A-1729182	4547912	1.6298	chip2
SNP_A-1668034	4551030	2.3584	chip2
SNP_A-1716243	4560655	1.0147	chip2
SNP_A-1693961	4563914	1.1278	chip2
SNP_A-1743399	4568152	0.5787	chip2
SNP_A-1688131	4573516	0.7686	chip1
SNP_A-1689812	4581283	1.1746	chip1
SNP_A-1693155	4592968	1.2333	chip1
SNP_A-1757147	4599378	0.6573	chip2
SNP_A-1706611	4620361	0.4799	chip2
SNP_A-1650148	4675661	0.7232	chip2
SNP_A-1746986	4680695	0.5424	chip1
SNP_A-1675268	4717646	1	chip1
SNP_A-1660079	4794938	0.7017	chip2
SNP_A-1739780	4832010	1.5348	chip1
SNP_A-1726901	4985500	0.8478	chip1
SNP_A-1727087	4986210	0.9771	chip1
SNP_A-1718063	4996073	1.179	chip2
SNP_A-1715234	5203882	1.6846	chip1
SNP_A-1715340	5203900	1.0711	chip1
SNP_A-1715438	5204046	1.7723	chip1
SNP_A-1716982	5205574	0.7796	chip1
SNP_A-1717148	5206023	1.869	chip1
SNP_A-1717328	5206255	0.7561	chip1
SNP_A-1646260	5215956	1.1975	chip2
SNP_A-1735689	5258040	1.495	chip2
SNP_A-1653641	5272439	1.2379	chip1
SNP_A-1653759	5272479	0.6888	chip1
