Probe_Set	Phy_position	CPA	chiptype
SNP_A-1698903	18321079	0.5891	chip2
SNP_A-1727052	18349443	1.6177	chip2
SNP_A-1698981	18349794	1.1337	chip2
SNP_A-1674352	18425192	0.6334	chip1
SNP_A-1717842	18455336	1	chip1
SNP_A-1740765	18478972	1.0334	chip2
SNP_A-1682616	18482385	1.5093	chip2
SNP_A-1702975	18482477	0.6487	chip2
SNP_A-1692932	18488336	1.4895	chip2
SNP_A-1675656	18491418	1	chip2
SNP_A-1654370	18519073	1.2159	chip1
SNP_A-1712619	18600686	1.0053	chip2
SNP_A-1739183	18600924	0.7128	chip2
SNP_A-1720640	18643141	1.5485	chip1
SNP_A-1722615	18645452	0.7112	chip1
SNP_A-1722713	18645576	1.122	chip1
SNP_A-1722869	18645750	0.6552	chip1
SNP_A-1658819	18682913	1.2983	chip1
SNP_A-1659115	18684320	1.309	chip1
SNP_A-1754879	18742711	0.8947	chip1
SNP_A-1682848	18757436	1.1067	chip2
SNP_A-1720221	18757670	0.5859	chip2
SNP_A-1652867	18787997	1.1735	chip1
SNP_A-1758359	18801580	0.773	chip2
SNP_A-1645704	18867056	1.0697	chip2
SNP_A-1729088	18988572	0.9298	chip1
SNP_A-1655055	19029353	0.4599	chip2
SNP_A-1719642	19156452	0.6307	chip1
SNP_A-1650893	19211924	1.9489	chip1
SNP_A-1659471	19338020	0.9493	chip1
SNP_A-1671638	19439404	1.1796	chip2
SNP_A-1752563	19491977	1.2861	chip2
SNP_A-1739301	19492120	0.8485	chip2
SNP_A-1751860	19526985	0.7577	chip1
SNP_A-1755284	19528197	0.6072	chip2
SNP_A-1667208	19586150	1.181	chip2
SNP_A-1670890	19682018	1.4198	chip2
SNP_A-1752937	19682332	0.7441	chip2
SNP_A-1668134	19727582	1.3633	chip2
SNP_A-1666481	19818058	0.9051	chip1
SNP_A-1710158	19840037	1.4136	chip1
SNP_A-1673768	19841224	0.699	chip2
SNP_A-1716876	19870553	0.6323	chip1
SNP_A-1666710	19902618	1.6751	chip2
SNP_A-1713654	19902834	0.7022	chip2
SNP_A-1691004	19941086	0.8839	chip2
SNP_A-1719393	19941198	1.2089	chip2
SNP_A-1747363	19941402	0.7552	chip2
SNP_A-1700520	19941583	0.6726	chip2
SNP_A-1689068	19941613	2.1253	chip2
SNP_A-1658749	19960640	1.072	chip1
SNP_A-1671648	19965163	1.2658	chip2
SNP_A-1746086	19965211	1.2615	chip2
SNP_A-1716396	20113804	0.8525	chip1
SNP_A-1727513	20130683	0.7384	chip2
SNP_A-1757704	20146134	0.7961	chip1
SNP_A-1655035	20159267	0.9858	chip2
SNP_A-1720215	20164227	0.9011	chip2
SNP_A-1651143	20227785	1.5759	chip1
SNP_A-1654150	20252586	0.5502	chip1
SNP_A-1654444	20254650	0.9972	chip1
SNP_A-1654560	20254855	0.6341	chip1
SNP_A-1701434	20316920	0.7122	chip1
SNP_A-1701564	20318271	0.7234	chip1
SNP_A-1670532	20415666	1.1311	chip2
SNP_A-1648289	20433072	1	chip1
SNP_A-1686943	20445317	0.8869	chip1
SNP_A-1736759	20468202	1.0096	chip2
SNP_A-1695658	20476617	0.9699	chip1
SNP_A-1738028	20681646	1.1375	chip2
SNP_A-1739591	20685356	1.0103	chip2
SNP_A-1652095	20780059	0.6525	chip1
SNP_A-1701116	20816085	0.725	chip1
SNP_A-1670305	20829457	1.7582	chip2
SNP_A-1706320	20834207	0.4788	chip1
SNP_A-1709540	20856918	1.0728	chip1
SNP_A-1642065	20860207	1.6444	chip2
SNP_A-1732918	20860773	1.4447	chip2
SNP_A-1711727	20888467	1.7278	chip1
SNP_A-1654871	20909562	1	chip2
SNP_A-1649729	20965072	0.6865	chip1
SNP_A-1750791	20967112	1.2699	chip2
SNP_A-1702603	20983659	2.0335	chip2
SNP_A-1751145	21000478	0.9813	chip2
SNP_A-1688402	21000655	1.4158	chip2
SNP_A-1736041	21000976	0.7621	chip2
SNP_A-1700423	21029160	0.7493	chip1
SNP_A-1692924	21033042	0.9187	chip2
SNP_A-1746944	21077186	1.1094	chip1
SNP_A-1754265	21117062	1.1533	chip1
SNP_A-1742632	21229539	0.6512	chip1
SNP_A-1742127	21322771	1.5358	chip2
SNP_A-1642893	21323658	0.703	chip2
SNP_A-1711039	21348233	0.5985	chip1
SNP_A-1676384	21358571	0.8431	chip2
SNP_A-1702387	21366943	0.698	chip2
SNP_A-1655927	21367240	1.0332	chip2
SNP_A-1710279	21369401	1.3066	chip2
SNP_A-1645683	21374288	1.1973	chip1
SNP_A-1648865	21382460	1.3463	chip1
SNP_A-1711582	21390329	1.1592	chip2
SNP_A-1654236	21397657	0.7895	chip1
SNP_A-1706744	21431608	0.6456	chip1
SNP_A-1642989	21437167	0.9823	chip2
SNP_A-1723018	21437544	1.34	chip2
SNP_A-1712108	21452991	0.8448	chip1
SNP_A-1749840	21453778	1.1974	chip1
SNP_A-1689484	21502368	1.0859	chip2
SNP_A-1750607	21503556	1.0011	chip2
SNP_A-1652980	21503580	0.6254	chip2
SNP_A-1740477	21503795	1.2923	chip2
SNP_A-1646659	21507061	1.0137	chip1
SNP_A-1646771	21507435	0.6989	chip1
SNP_A-1646897	21507538	1.1315	chip1
SNP_A-1647037	21507597	0.7875	chip1
SNP_A-1729572	21532836	0.6793	chip2
SNP_A-1650365	21544474	1.0969	chip1
SNP_A-1650467	21545183	1.0209	chip1
SNP_A-1650573	21545376	1.0895	chip1
SNP_A-1688403	21545926	1.4802	chip1
SNP_A-1688529	21546211	1.0982	chip1
