Probe_Set	Phy_position	CPA	chiptype
SNP_A-1729355	172958	1	chip1
SNP_A-1695098	802188	0.8581	chip1
SNP_A-1754573	1342645	0.8091	chip1
SNP_A-1649540	1938894	1.0966	chip2
SNP_A-1733458	2593894	1.2224	chip2
SNP_A-1752733	2745638	0.5165	chip2
SNP_A-1642499	2853359	1.0478	chip2
SNP_A-1685192	2937407	0.8459	chip2
SNP_A-1739154	2941649	0.8155	chip1
SNP_A-1690972	2955446	1.4237	chip2
SNP_A-1744164	2956971	0.9801	chip1
SNP_A-1675997	3359636	0.7776	chip1
SNP_A-1656898	3688672	1.7326	chip1
SNP_A-1732124	3880562	1.3391	chip1
SNP_A-1720929	3921300	0.6024	chip2
SNP_A-1741153	3921381	0.8433	chip2
SNP_A-1734470	3926020	0.7648	chip2
SNP_A-1739172	3928812	0.8761	chip1
SNP_A-1687444	3945802	1.5945	chip2
SNP_A-1736117	3957904	1.5535	chip2
SNP_A-1653078	4035894	1.8176	chip2
SNP_A-1673649	4038080	1.2246	chip1
SNP_A-1730639	4048409	0.7252	chip2
SNP_A-1677005	4050526	0.8727	chip1
SNP_A-1721010	4079921	1.1281	chip1
SNP_A-1721126	4080003	0.8625	chip1
SNP_A-1687016	4080688	0.735	chip2
SNP_A-1677950	4081307	1.0257	chip2
SNP_A-1651348	4085421	1.8145	chip2
SNP_A-1691150	4096554	0.6252	chip2
SNP_A-1741441	4096805	0.6514	chip2
SNP_A-1653044	4123562	1.0839	chip2
SNP_A-1660538	4157492	0.5663	chip1
SNP_A-1660658	4158217	0.9419	chip1
SNP_A-1731859	4189034	1.507	chip2
SNP_A-1736209	4189203	1.0784	chip2
SNP_A-1691946	4196033	1	chip2
SNP_A-1661387	4358368	1.1904	chip1
SNP_A-1738703	4387439	1.3888	chip2
SNP_A-1665382	4387512	0.5759	chip2
SNP_A-1710920	4387748	0.9071	chip2
SNP_A-1749951	4388119	0.7786	chip2
SNP_A-1646020	4388308	1.155	chip2
SNP_A-1711826	4388443	0.8743	chip2
SNP_A-1700889	4389157	1.0252	chip2
SNP_A-1695225	4396956	1.1604	chip2
SNP_A-1678352	4397059	0.6564	chip2
SNP_A-1743471	4397360	0.9367	chip2
SNP_A-1688588	4397414	1.2883	chip2
SNP_A-1719106	4412531	1.7378	chip1
SNP_A-1719270	4413097	0.6256	chip1
SNP_A-1719372	4413138	1.4734	chip1
SNP_A-1747499	4433275	0.8389	chip2
SNP_A-1697331	4483159	2.0707	chip1
SNP_A-1732570	4489204	1.5793	chip2
SNP_A-1758665	4489392	1.1046	chip2
SNP_A-1758756	4489584	1.9865	chip2
SNP_A-1738461	4489691	0.936	chip2
SNP_A-1741951	4499428	1.5166	chip2
SNP_A-1689392	4520763	1.1956	chip2
SNP_A-1728593	4522066	2.17	chip2
SNP_A-1657964	4523911	0.9702	chip2
SNP_A-1642417	4533649	1.4003	chip2
SNP_A-1661669	4551315	1.141	chip1
SNP_A-1662089	4552853	1.1966	chip1
SNP_A-1662185	4553041	0.8833	chip1
SNP_A-1666933	4562066	0.9926	chip1
SNP_A-1667029	4563024	0.979	chip1
SNP_A-1683534	4628259	0.8462	chip2
SNP_A-1730881	4628397	0.839	chip2
SNP_A-1700338	4628914	1.1177	chip2
SNP_A-1755530	4630223	1.149	chip2
SNP_A-1692214	4631955	1.9106	chip2
SNP_A-1730221	4636495	0.6396	chip1
SNP_A-1730333	4637043	1.6955	chip1
SNP_A-1730470	4637361	0.9787	chip1
SNP_A-1661281	4665560	0.904	chip1
SNP_A-1671664	4674746	0.8089	chip2
SNP_A-1726154	4675102	0.5886	chip2
SNP_A-1664625	4675436	0.8026	chip1
SNP_A-1701089	4755524	0.9276	chip2
SNP_A-1681392	4776898	0.8412	chip2
SNP_A-1714223	4882509	0.4097	chip1
SNP_A-1714349	4882639	1.201	chip1
SNP_A-1714586	4882941	1.2216	chip1
SNP_A-1714700	4883261	0.933	chip1
SNP_A-1714842	4883523	0.7768	chip1
SNP_A-1716498	4885442	1.3492	chip1
SNP_A-1716614	4885637	1.4804	chip1
SNP_A-1690904	4889351	1.313	chip2
SNP_A-1711166	4890677	1.3807	chip2
SNP_A-1731127	4894455	1.2328	chip2
SNP_A-1722056	4894928	1.4442	chip2
SNP_A-1756534	4895194	0.4829	chip1
SNP_A-1660509	4903126	1.0493	chip2
SNP_A-1645631	4904714	0.9727	chip1
SNP_A-1645841	4905136	1.0207	chip1
SNP_A-1754494	4911118	0.9493	chip2
SNP_A-1746262	4911183	1.2785	chip2
SNP_A-1717971	4937257	0.5634	chip2
SNP_A-1654881	4980715	1.285	chip2
SNP_A-1699347	4990130	0.8824	chip2
SNP_A-1681030	5018117	0.8356	chip2
SNP_A-1751101	5034508	0.9178	chip2
SNP_A-1713248	5038206	1.1209	chip1
SNP_A-1715160	5040396	1.0646	chip1
SNP_A-1726113	5055969	0.8357	chip1
SNP_A-1727870	5066470	0.956	chip1
SNP_A-1727968	5066522	0.6889	chip1
SNP_A-1681794	5080359	0.7962	chip2
SNP_A-1715409	5081651	1.1636	chip2
SNP_A-1730609	5151240	0.8356	chip2
SNP_A-1642459	5151386	0.3572	chip2
SNP_A-1658442	5216303	0.8535	chip2
SNP_A-1757849	5216344	0.8814	chip2
SNP_A-1689310	5216643	0.767	chip2
SNP_A-1696790	5217152	1.7425	chip2
SNP_A-1683116	5217512	1.1274	chip2
SNP_A-1722232	5217950	0.4693	chip2
SNP_A-1689638	5218046	0.7357	chip2
SNP_A-1667459	5225373	0.8084	chip1
SNP_A-1707372	5230117	1.9511	chip1
SNP_A-1681420	5254606	0.8879	chip2
SNP_A-1656221	5284996	1.2342	chip2
SNP_A-1645469	5341005	1.6069	chip1
SNP_A-1645585	5341357	0.4949	chip1
SNP_A-1647475	5343244	0.7498	chip1
SNP_A-1647561	5343331	0.5387	chip1
SNP_A-1647669	5343364	0.6472	chip1
SNP_A-1647927	5343487	0.627	chip1
SNP_A-1649679	5346395	1.2558	chip1
SNP_A-1651347	5348682	1.2102	chip1
SNP_A-1659350	5349670	1.4579	chip2
SNP_A-1703758	5373198	0.835	chip1
SNP_A-1712362	5383200	0.8686	chip1
SNP_A-1728325	5383680	1.0854	chip2
SNP_A-1656479	5383798	0.7543	chip2
SNP_A-1723158	5384010	0.5953	chip2
SNP_A-1685882	5384031	0.5	chip2
SNP_A-1734554	5412505	0.8163	chip2
SNP_A-1707005	5421727	0.7695	chip2
SNP_A-1693695	5421973	0.7554	chip2
SNP_A-1719427	5422124	0.6453	chip2
SNP_A-1720225	5426152	2.0978	chip2
SNP_A-1756549	5426188	1.2737	chip2
SNP_A-1694781	5427292	0.7797	chip2
SNP_A-1753755	5453387	1.4637	chip2
SNP_A-1660403	5462610	1.4881	chip2
SNP_A-1711030	5463046	1.5738	chip2
SNP_A-1756334	5482230	1.2474	chip1
SNP_A-1756438	5482262	1.2795	chip1
SNP_A-1669479	5495715	0.5906	chip2
SNP_A-1757429	5517002	0.672	chip2
SNP_A-1705497	5517291	1.5308	chip2
SNP_A-1684508	5517581	1.0407	chip2
SNP_A-1715361	5517679	1.3651	chip2
SNP_A-1714130	5518171	0.59	chip2
SNP_A-1718755	5529305	1.785	chip2
SNP_A-1653772	5530156	1.6971	chip2
SNP_A-1684360	5535568	0.4888	chip2
SNP_A-1675077	5535794	0.9041	chip2
SNP_A-1691650	5554209	1.2056	chip2
SNP_A-1679138	5555440	1.7339	chip2
SNP_A-1656094	5575584	1.14	chip1
SNP_A-1741657	5583475	1.2358	chip2
SNP_A-1719845	5583983	0.8851	chip2
SNP_A-1713430	5700834	1.1883	chip2
SNP_A-1754674	5705413	0.7533	chip2
SNP_A-1644213	5711824	1.2579	chip1
SNP_A-1696506	5828407	0.4831	chip2
SNP_A-1663396	5860386	0.8574	chip2
SNP_A-1669519	5860853	0.5469	chip2
SNP_A-1655185	5861073	0.7909	chip2
SNP_A-1700216	5879658	1.2812	chip1
SNP_A-1720067	5880637	0.7112	chip2
SNP_A-1703558	5889303	1.1386	chip1
SNP_A-1661380	5974681	0.9112	chip2
SNP_A-1655679	5975218	0.9915	chip2
SNP_A-1752338	5977382	1.7579	chip1
SNP_A-1756049	6045953	1.8183	chip1
SNP_A-1676244	6110832	0.6961	chip2
SNP_A-1704309	6185170	0.8727	chip2
SNP_A-1739405	6199970	1.3283	chip2
SNP_A-1751456	6230320	1.3418	chip1
SNP_A-1650096	6252059	0.8309	chip2
SNP_A-1679045	6280559	2.0124	chip1
SNP_A-1679159	6280637	0.954	chip1
SNP_A-1679447	6282952	1.3783	chip1
SNP_A-1679573	6283982	1.4327	chip1
SNP_A-1680875	6284110	0.8341	chip1
SNP_A-1680969	6284499	1.1126	chip1
SNP_A-1681067	6285001	1.3011	chip1
SNP_A-1681193	6285048	1.138	chip1
SNP_A-1737070	6384682	1.2085	chip1
SNP_A-1703789	6416414	1.5969	chip2
SNP_A-1710357	6416602	0.8619	chip2
SNP_A-1740478	6421488	1.6282	chip1
SNP_A-1683018	6479195	0.6362	chip2
SNP_A-1702107	6486116	1.3288	chip2
SNP_A-1669873	6486218	1.3054	chip2
SNP_A-1702371	6519318	0.9386	chip2
SNP_A-1748609	6641868	1.1406	chip2
SNP_A-1653442	6642134	1.3466	chip2
SNP_A-1701867	6657463	1.1722	chip2
SNP_A-1742471	6657664	0.7996	chip2
SNP_A-1722501	6678136	0.984	chip1
SNP_A-1722723	6678500	0.8095	chip1
SNP_A-1740439	6684044	1.7569	chip2
SNP_A-1740515	6712907	1.4446	chip2
SNP_A-1655384	6717989	1.1702	chip1
SNP_A-1716199	6721122	1.2669	chip2
SNP_A-1662101	6734213	1.4011	chip1
SNP_A-1662445	6735914	1.1158	chip1
SNP_A-1705728	6761560	1.4289	chip1
SNP_A-1705940	6761775	1.4589	chip1
SNP_A-1700632	6775230	0.5841	chip2
SNP_A-1722236	6775421	0.8215	chip2
SNP_A-1739053	6775938	1.0685	chip2
SNP_A-1678712	6834451	1.3633	chip2
SNP_A-1709833	6834694	0.5512	chip2
SNP_A-1656250	6840953	1.1391	chip1
SNP_A-1656388	6841339	0.9103	chip1
SNP_A-1696023	6849442	0.7497	chip1
SNP_A-1710062	6891286	0.5641	chip1
SNP_A-1724822	6893715	0.9207	chip2
SNP_A-1755833	6915170	0.4665	chip1
SNP_A-1644821	6933242	1.5194	chip1
SNP_A-1648377	6949653	1	chip1
SNP_A-1658606	6961470	2.0253	chip2
SNP_A-1688637	6969058	1.1827	chip1
SNP_A-1756359	7003053	0.9269	chip2
SNP_A-1680798	7014584	0.8228	chip2
SNP_A-1742710	7027964	2.0939	chip1
SNP_A-1645630	7034097	1.2557	chip2
SNP_A-1745985	7035837	1.2935	chip1
SNP_A-1747766	7042049	1.4333	chip1
SNP_A-1702191	7056852	1.4545	chip2
SNP_A-1753186	7096779	1.1945	chip1
SNP_A-1738411	7112939	1.1972	chip2
SNP_A-1659460	7114009	0.7955	chip2
SNP_A-1750909	7138212	1.2218	chip2
SNP_A-1688122	7144188	1.0645	chip2
SNP_A-1754802	7145579	1.3429	chip2
SNP_A-1675477	7162979	1.8813	chip2
