Probe_Set	Phy_position	CPA	chiptype
SNP_A-1751708	450509	0.5626	chip1
SNP_A-1692698	451209	0.6408	chip2
SNP_A-1738064	451728	1.0635	chip2
SNP_A-1695707	451977	1.1994	chip2
SNP_A-1754765	457457	1.0843	chip1
SNP_A-1754869	457906	0.9767	chip1
SNP_A-1754987	457940	0.6693	chip1
SNP_A-1688778	560251	0.6214	chip2
SNP_A-1697783	561244	0.691	chip2
SNP_A-1752055	666202	0.9822	chip2
SNP_A-1716810	825901	0.5829	chip1
SNP_A-1698493	895040	0.8555	chip2
SNP_A-1665886	895321	2.0111	chip2
SNP_A-1656950	906971	1.8206	chip1
SNP_A-1705294	953196	0.8737	chip1
SNP_A-1759020	1051470	1.326	chip2
SNP_A-1653957	1226945	1.5332	chip1
SNP_A-1654242	1228614	0.7121	chip1
SNP_A-1703006	1380508	1.4335	chip1
SNP_A-1684711	1734371	1	chip1
SNP_A-1689024	1944194	1.0535	chip2
SNP_A-1698522	1945519	0.9691	chip1
SNP_A-1658075	2144252	1.4735	chip1
SNP_A-1658171	2144387	1.0602	chip1
SNP_A-1663165	2180755	0.7307	chip1
SNP_A-1708902	2283817	0.9007	chip1
SNP_A-1654899	2339117	1.2284	chip2
SNP_A-1710765	2340069	0.888	chip1
SNP_A-1643014	2492223	1.9162	chip1
SNP_A-1703076	2966475	1.0821	chip1
SNP_A-1729872	3043058	1.5236	chip2
SNP_A-1645058	3112396	1.1052	chip2
SNP_A-1667776	3155100	0.9765	chip2
SNP_A-1679460	3157118	1.0209	chip2
SNP_A-1656647	3157589	0.8042	chip2
SNP_A-1689950	3158660	0.957	chip1
SNP_A-1690076	3159529	0.6134	chip1
SNP_A-1655163	3184608	0.9703	chip2
SNP_A-1743289	3185739	1.3683	chip2
SNP_A-1742063	3195221	0.6539	chip2
SNP_A-1647739	3239516	1.214	chip1
SNP_A-1647857	3240088	0.8696	chip1
SNP_A-1684942	3252191	1.2668	chip2
SNP_A-1730108	3252484	1.3599	chip2
SNP_A-1684690	3267156	2.1973	chip2
SNP_A-1661993	3281195	1.0267	chip1
SNP_A-1711929	3299883	0.7831	chip2
SNP_A-1711104	3309819	1.0474	chip2
SNP_A-1716048	3356638	0.6748	chip1
