Probe_Set	Phy_position	CPA	chiptype
SNP_A-1658549	86460	0.7509	chip1
SNP_A-1658659	86555	0.793	chip1
SNP_A-1643135	95685	1.0401	chip2
SNP_A-1748257	117701	1.5824	chip2
SNP_A-1734968	161423	0.6876	chip2
SNP_A-1667902	161523	0.604	chip2
SNP_A-1669428	166783	1.576	chip1
SNP_A-1669546	167011	0.9082	chip1
SNP_A-1669686	168303	1.644	chip1
SNP_A-1670947	168757	0.7308	chip1
SNP_A-1671055	169018	0.6767	chip1
SNP_A-1697158	200165	0.7815	chip2
SNP_A-1697340	200721	1.7207	chip2
SNP_A-1730843	546278	1.1263	chip2
SNP_A-1655167	642894	1.4924	chip2
SNP_A-1675086	649631	0.8378	chip1
SNP_A-1702909	691220	0.6814	chip2
SNP_A-1647500	691827	1.2099	chip2
SNP_A-1734892	774513	0.889	chip2
SNP_A-1714865	867023	0.8015	chip2
SNP_A-1659077	915957	1.1664	chip1
SNP_A-1660215	1048669	0.5347	chip2
SNP_A-1664614	1176093	1.3492	chip2
SNP_A-1654694	1181837	1.1669	chip1
SNP_A-1654816	1182243	1.4407	chip1
SNP_A-1654922	1182390	1.3662	chip1
SNP_A-1727214	1194412	1.1109	chip2
SNP_A-1744743	1220405	2.2613	chip2
SNP_A-1725538	1317198	0.8289	chip2
SNP_A-1715626	1319697	0.8355	chip1
SNP_A-1717662	1332298	1.3827	chip1
SNP_A-1646540	1354212	0.7531	chip2
SNP_A-1679564	1358582	1.7277	chip2
SNP_A-1675439	1358818	0.6004	chip2
SNP_A-1646717	1367846	0.8182	chip1
SNP_A-1655716	1420408	1	chip1
SNP_A-1744699	1421397	0.7596	chip2
SNP_A-1712119	1422405	1.097	chip2
SNP_A-1696958	1466100	1.8113	chip2
SNP_A-1678257	1476038	1.2114	chip1
SNP_A-1744065	1490954	1.615	chip2
SNP_A-1726910	1491066	1.0808	chip2
SNP_A-1660338	1607461	0.6932	chip1
SNP_A-1661933	1608689	0.6768	chip1
SNP_A-1754312	1610999	1.9676	chip2
SNP_A-1731217	1611539	0.6819	chip2
SNP_A-1679304	1629609	0.8549	chip2
SNP_A-1756893	1629929	1.437	chip2
SNP_A-1719826	1646963	1	chip1
SNP_A-1746432	1653474	1.6652	chip2
SNP_A-1726869	1674963	1.2122	chip1
SNP_A-1661214	1739920	1.1107	chip1
SNP_A-1664383	1752466	1	chip1
SNP_A-1706300	1774988	1.3307	chip1
SNP_A-1646447	1885475	1.0092	chip1
SNP_A-1650069	1908313	0.9806	chip1
SNP_A-1698440	1973036	0.9602	chip1
SNP_A-1703676	2022922	1.4155	chip1
SNP_A-1706137	2094285	1.4244	chip2
SNP_A-1667302	2119630	1.0797	chip2
SNP_A-1649128	2119649	1.05	chip2
SNP_A-1702639	2119679	1.0791	chip2
SNP_A-1651382	2119927	1.8245	chip2
SNP_A-1647343	2144559	1.1112	chip1
SNP_A-1699664	2232440	1.148	chip1
SNP_A-1699812	2232776	0.7789	chip1
SNP_A-1706526	2248608	0.7007	chip1
SNP_A-1706694	2249308	0.8669	chip1
SNP_A-1724346	2266723	0.8701	chip2
SNP_A-1710836	2338880	1.1345	chip2
SNP_A-1664109	2348503	0.6903	chip1
SNP_A-1751935	2388652	1.4374	chip2
SNP_A-1744973	2405788	2.052	chip2
