Probe_Set	Phy_position	CPA	chiptype
SNP_A-2207182	18427103	0.2774	chip1
SNP_A-2114663	18446422	0.88	chip2
SNP_A-2132755	18451755	1.4843	chip2
SNP_A-4259860	18682601	0.8022	chip2
SNP_A-2235396	18711364	0.6326	chip1
SNP_A-2186168	18753439	1.9195	chip2
SNP_A-2225480	18758300	0.5872	chip1
SNP_A-4221095	18782954	0.5206	chip1
SNP_A-1916644	18809644	2.1976	chip2
SNP_A-2236116	18809823	2.1657	chip2
SNP_A-2231591	18824589	1.9298	chip2
SNP_A-2076759	18846169	0.2858	chip1
SNP_A-1847162	18846941	0.8144	chip1
SNP_A-2004005	18850150	2.0326	chip1
SNP_A-2156871	18872928	0.3821	chip2
SNP_A-4298480	18873066	0.4636	chip2
SNP_A-2131488	18875952	0.5703	chip1
SNP_A-2094821	18876685	2.8817	chip1
SNP_A-2255702	19111608	1.1898	chip2
SNP_A-1836922	19112164	0.7434	chip1
SNP_A-4194406	19127807	0.328	chip1
SNP_A-1909104	19131850	0.6585	chip2
SNP_A-1946202	19139652	2.4887	chip1
SNP_A-4217717	19146832	1.9319	chip1
SNP_A-4290507	19149205	2.3678	chip2
SNP_A-2118582	19162768	0.419	chip1
SNP_A-4204773	19163125	2.3327	chip1
SNP_A-4220319	19164827	2.5627	chip1
SNP_A-1860023	19178339	0.4027	chip2
SNP_A-1833760	19181702	1.9216	chip2
SNP_A-1797128	19183028	4.52	chip1
SNP_A-2058502	19195566	1.8511	chip1
SNP_A-1909412	19203719	0.2692	chip1
SNP_A-2065823	19207088	2.8156	chip2
SNP_A-4221375	19218021	3.104	chip1
SNP_A-4227184	19226964	2.0961	chip1
SNP_A-2145847	19227219	1.477	chip1
SNP_A-2157095	19244303	0.3664	chip1
SNP_A-2287328	19257253	2.1651	chip1
SNP_A-2175322	19272564	0.7488	chip1
SNP_A-1869059	19295027	1.402	chip1
SNP_A-4200168	19313868	1.4834	chip1
SNP_A-4247739	19336725	0.7534	chip2
SNP_A-4227816	19349313	0.6681	chip1
SNP_A-2028746	19356830	1.9731	chip1
SNP_A-2057472	19366762	0.4087	chip1
SNP_A-4219612	19369108	0.7085	chip1
SNP_A-4221628	19378495	2.214	chip1
SNP_A-2181138	19385558	3.3668	chip1
SNP_A-1959154	19385586	0.5802	chip1
SNP_A-2116075	19386547	2.1227	chip1
SNP_A-4196395	19398383	0.5179	chip1
SNP_A-4302669	19403149	3.9667	chip2
SNP_A-1930159	19403945	0.4216	chip1
SNP_A-2089483	19407629	0.7768	chip1
SNP_A-4298404	19464910	0.5513	chip2
SNP_A-2228752	19821421	1.6164	chip1
SNP_A-2034283	19827281	0.9358	chip2
SNP_A-2039127	19830049	1.7662	chip1
SNP_A-4268638	19831773	1.1337	chip2
SNP_A-2139027	19831810	0.9046	chip2
SNP_A-4204910	19835428	0.7479	chip1
SNP_A-4252102	19840684	1.5526	chip2
SNP_A-2258737	19841990	1.3658	chip2
SNP_A-2258761	19852603	1.4962	chip1
SNP_A-2004020	19852624	1.7397	chip1
SNP_A-1957629	19856526	0.6823	chip2
SNP_A-2166365	19876834	1.4146	chip1
SNP_A-2079386	19877365	0.6965	chip1
SNP_A-4237892	19882296	4.7176	chip1
SNP_A-1906101	19886462	1.6792	chip1
SNP_A-2298646	19887487	0.3894	chip1
SNP_A-2162851	19911606	0.3538	chip1
SNP_A-4202996	19911625	0.4772	chip1
SNP_A-1925367	19911648	0.5759	chip1
SNP_A-1943770	19912458	1.0978	chip1
SNP_A-2258916	19915944	0.5315	chip1
SNP_A-2087667	19922588	0.7028	chip2
SNP_A-2025161	19923127	2.044	chip2
SNP_A-2195171	19934136	1.4317	chip1
SNP_A-2258972	19943075	1.6337	chip1
SNP_A-2228828	19943185	0.9887	chip1
SNP_A-1883407	19945295	0.4257	chip2
SNP_A-4281632	19950116	0.4474	chip2
SNP_A-1864957	19956868	0.5576	chip1
SNP_A-4232641	19967366	0.575	chip1
SNP_A-4260607	19969867	1.8417	chip2
SNP_A-2258998	19971289	1.2752	chip1
SNP_A-4224563	19985717	0.6966	chip1
SNP_A-2259023	19988041	1.5716	chip1
SNP_A-4236734	19989036	1.505	chip1
SNP_A-4298395	19998230	3.2356	chip2
SNP_A-4201957	20005562	0.8116	chip1
SNP_A-2312638	20042468	0.5825	chip2
SNP_A-1829096	20045333	1.8986	chip2
SNP_A-2195037	20053967	2.2654	chip1
SNP_A-4294960	20059872	1.8786	chip2
SNP_A-2128407	20077554	0.2554	chip2
SNP_A-2162988	20079140	1.112	chip2
SNP_A-2133472	20089383	1.0267	chip1
SNP_A-1794253	20329239	1.0626	chip1
SNP_A-2104719	20335459	2.3402	chip1
SNP_A-2248090	20335847	0.7491	chip1
SNP_A-1870605	20343286	2.1875	chip2
SNP_A-1782305	20351272	1.5808	chip1
SNP_A-4227261	20414442	1.3894	chip1
SNP_A-4221649	20421205	1.6863	chip1
SNP_A-1797711	20421301	0.7078	chip1
SNP_A-2250869	20422689	0.5033	chip1
SNP_A-4239747	20432167	1.5541	chip1
SNP_A-1866902	20445358	1.7095	chip1
SNP_A-2239911	20457011	1.1703	chip1
SNP_A-4194558	20457072	1.2764	chip1
SNP_A-4197318	20457088	1.4789	chip1
SNP_A-1870548	20481508	0.6822	chip1
SNP_A-2103021	20486366	0.8006	chip1
SNP_A-1849325	20498385	0.9862	chip1
SNP_A-2025982	20499445	1.0405	chip1
SNP_A-4214343	20499465	0.7364	chip1
SNP_A-4280709	20510199	0.6843	chip2
SNP_A-2215350	20512309	1.2159	chip1
SNP_A-2278494	20516966	0.8393	chip1
SNP_A-1887529	20517099	0.9118	chip2
SNP_A-2214629	20539701	0.5525	chip2
SNP_A-2023850	20547654	0.8588	chip1
SNP_A-2260389	20555858	1.0417	chip1
SNP_A-2260386	20556334	1.0505	chip1
SNP_A-2260384	20556643	0.6411	chip2
SNP_A-2051483	20574277	1.2981	chip1
SNP_A-4231072	20576206	1.0861	chip1
SNP_A-2121493	20576264	1.1046	chip1
SNP_A-2299690	20584281	0.8031	chip1
SNP_A-2285090	20584363	0.9258	chip1
SNP_A-4218613	20585244	1.3436	chip1
SNP_A-2157189	20588197	1.5484	chip2
SNP_A-1867593	20588961	0.9278	chip2
SNP_A-4298545	20592297	0.6256	chip2
SNP_A-2263739	20594680	0.8313	chip2
SNP_A-2081005	20597755	0.7344	chip1
SNP_A-2153934	20597845	1.3437	chip1
SNP_A-1931002	20599143	1.3217	chip1
SNP_A-2045972	20602422	1.6097	chip1
SNP_A-1781063	20606428	2.0745	chip1
SNP_A-1907438	20610835	1.1792	chip1
SNP_A-1903965	20624103	1.6369	chip1
SNP_A-2107510	20630718	1.6583	chip1
SNP_A-1793515	20646852	1.2393	chip2
