Probe_Set	Phy_position	CPA	chiptype
SNP_A-4295769	14433758	2.001	chip2
SNP_A-1781681	14441016	1.7992	chip1
SNP_A-1928576	14490036	0.3404	chip1
SNP_A-2314782	15257135	1.2167	chip2
SNP_A-1941632	15258423	3.2206	chip2
SNP_A-4290489	15268900	0.8829	chip2
SNP_A-2151351	15272143	0.7192	chip2
SNP_A-4219868	15274264	0.5073	chip1
SNP_A-4284341	15280134	2.3508	chip2
SNP_A-1840046	15317131	0.2483	chip1
SNP_A-1908780	15332978	0.2788	chip1
SNP_A-4201403	15333120	0.5715	chip1
SNP_A-1854151	15370420	0.8371	chip2
SNP_A-4274068	15370526	1.6748	chip2
SNP_A-2276339	15410792	1.2025	chip2
SNP_A-4285196	15411072	0.1989	chip2
SNP_A-4229849	15436022	1.547	chip1
SNP_A-2113726	15437138	0.5584	chip1
SNP_A-2214998	15445079	0.8778	chip1
SNP_A-2296864	15455353	1.0509	chip1
SNP_A-2174774	15460378	1.6953	chip1
SNP_A-2145794	15467656	0.9831	chip2
SNP_A-4295548	15467705	0.6513	chip2
SNP_A-2256115	15480497	1.0635	chip2
SNP_A-1813743	15481987	0.7436	chip2
SNP_A-4235083	15529033	1.6876	chip1
SNP_A-1792553	15544478	1.8093	chip1
SNP_A-2049082	15551377	1.5972	chip1
SNP_A-2080749	15553913	2.5655	chip1
SNP_A-2287278	15555288	0.8641	chip2
SNP_A-1914262	15566728	3.0265	chip1
SNP_A-1860833	15567276	0.9964	chip1
SNP_A-2027961	15567577	0.6547	chip1
SNP_A-1956478	15569132	0.4266	chip1
SNP_A-1970657	15576300	2.0624	chip1
SNP_A-1936806	15618270	1.6679	chip2
SNP_A-2290590	15618335	1.8561	chip2
SNP_A-2288100	15618906	0.2483	chip1
SNP_A-4198761	15638808	1.0187	chip1
SNP_A-2078648	15645194	2.0966	chip2
SNP_A-1827561	15653178	2.0579	chip2
SNP_A-2160918	15654435	0.7104	chip1
SNP_A-1837692	15665049	1.3276	chip1
SNP_A-4254411	15679901	1.6978	chip2
SNP_A-4290227	15680320	0.5246	chip2
SNP_A-1793134	15685777	0.8321	chip1
SNP_A-2113228	15687742	1.5938	chip1
SNP_A-2076564	15688241	0.8366	chip1
SNP_A-2170885	15689362	0.7474	chip1
SNP_A-2119075	15689517	0.4995	chip1
SNP_A-2267580	15689555	0.7133	chip1
SNP_A-2067835	15689881	0.6045	chip1
SNP_A-2090897	15690488	0.8381	chip1
SNP_A-2278614	15693798	0.8994	chip2
SNP_A-4301273	15695458	1.9521	chip2
SNP_A-4250164	15695503	0.7508	chip2
SNP_A-1950894	15696313	0.8404	chip2
SNP_A-4284062	15697233	0.622	chip2
SNP_A-1829839	15697346	1.7398	chip2
SNP_A-2192849	15698333	0.6619	chip2
SNP_A-2048803	15698682	0.9251	chip2
SNP_A-1855851	15699156	0.9394	chip1
SNP_A-2159114	15704504	0.7476	chip2
SNP_A-2312038	15706432	1.2925	chip1
SNP_A-4204037	15708627	0.3365	chip1
SNP_A-2166870	15718134	0.7792	chip1
SNP_A-2273864	15727348	0.73	chip2
SNP_A-2253697	15733947	0.3758	chip1
SNP_A-4248425	15767645	0.6094	chip2
SNP_A-2108162	15775610	1.9077	chip1
SNP_A-1837954	15779211	1.6217	chip2
SNP_A-4231891	15783936	0.7125	chip1
SNP_A-2048205	15787349	0.8145	chip2
SNP_A-1860312	15789957	1.0681	chip2
SNP_A-4259639	15790790	1.6894	chip2
SNP_A-2193781	15795490	2.2427	chip1
SNP_A-2041152	15795572	1.1977	chip1
SNP_A-2267102	15808080	1.0616	chip1
SNP_A-2076633	15808815	0.4629	chip1
SNP_A-2307948	15808982	0.6546	chip1
SNP_A-4291520	15814521	2.0509	chip2
SNP_A-4296554	15816846	1.4472	chip2
SNP_A-4209170	15830538	0.9023	chip1
SNP_A-2122886	15847474	1.2185	chip2
SNP_A-4224683	15904190	2.2466	chip1
SNP_A-4221729	15904203	1.1143	chip1
SNP_A-4260138	15907495	1.6162	chip2
SNP_A-2289138	15909583	1.0878	chip2
SNP_A-4272092	15910370	1.333	chip2
SNP_A-4254037	15916555	2.2462	chip2
SNP_A-1970664	15919678	1.3624	chip1
SNP_A-2304593	15921858	0.431	chip2
SNP_A-2122444	15922650	1.2697	chip2
SNP_A-2175269	15934354	0.7351	chip1
SNP_A-2193065	15941913	0.9667	chip1
SNP_A-2314796	15945013	1.7697	chip2
SNP_A-2050353	15951355	1.7183	chip1
SNP_A-2232452	15962877	0.7205	chip2
SNP_A-2008180	15965808	1.3878	chip2
SNP_A-4263143	15966471	1.4632	chip2
SNP_A-2080528	15967680	0.7252	chip1
SNP_A-2244969	15968305	1.0203	chip1
SNP_A-2223378	15969246	1.463	chip1
SNP_A-2082996	15969297	0.979	chip1
SNP_A-2192904	15971089	0.8916	chip1
SNP_A-2258561	15975746	1.6984	chip1
SNP_A-4279650	15976178	0.4112	chip2
SNP_A-2175684	15976229	0.8806	chip2
SNP_A-2243070	15976388	0.5651	chip2
SNP_A-2008181	15977297	0.7429	chip2
SNP_A-1823107	15985824	0.7664	chip1
SNP_A-2008182	15989825	1.2251	chip1
SNP_A-2098881	15998142	1.1526	chip2
SNP_A-1970668	15998164	1.8235	chip1
SNP_A-1970669	15999076	1.184	chip2
SNP_A-2270803	16003408	1.5642	chip2
SNP_A-1806462	16004072	0.9099	chip2
SNP_A-2105701	16014050	0.6401	chip2
SNP_A-1933079	16024131	1.9748	chip1
SNP_A-2107196	16041178	0.5956	chip1
SNP_A-4233790	16049151	1.184	chip1
SNP_A-4281123	16049306	1.3658	chip2
SNP_A-1949086	16050224	1.3611	chip2
SNP_A-2080767	16050256	0.6677	chip2
SNP_A-1870817	16062294	0.6263	chip2
SNP_A-4202548	16078080	0.5924	chip1
SNP_A-2049065	16081234	1.089	chip1
SNP_A-1938689	16089828	1.223	chip2
SNP_A-2059699	16102024	0.6429	chip2
SNP_A-2126332	16111977	1.1646	chip2
SNP_A-2040902	16118100	0.3806	chip1
SNP_A-1780399	16124553	1.6589	chip1
SNP_A-1881932	16126101	0.5743	chip2
SNP_A-2129149	16126528	0.5904	chip2
SNP_A-1934911	16127195	0.3824	chip2
SNP_A-2056211	16140350	1.8555	chip2
