Probe_Set	Phy_position	CPA	chiptype
SNP_A-2074633	17960319	0.359	chip1
SNP_A-4303955	18097312	1.6484	chip2
SNP_A-1939613	18110262	0.5847	chip1
SNP_A-2159139	18111878	0.3325	chip2
SNP_A-4283176	18112253	1.7556	chip2
SNP_A-2148512	18113674	0.3676	chip1
SNP_A-4215527	18132002	0.5297	chip1
SNP_A-4301145	18134946	2.0643	chip2
SNP_A-1947960	18151399	2.1939	chip1
SNP_A-2182102	18152916	1.2127	chip1
SNP_A-1939686	18155568	0.87	chip2
SNP_A-2105571	18162827	2.0265	chip1
SNP_A-2191692	18190758	0.3555	chip2
SNP_A-2109969	18191305	1.2839	chip2
SNP_A-1876796	18192776	1.34	chip1
SNP_A-2187152	18199166	1.6901	chip2
SNP_A-2049618	18200969	0.5254	chip1
SNP_A-2265900	18201680	1.0576	chip2
SNP_A-2081048	18204186	3.4327	chip1
SNP_A-2304262	18204524	0.2178	chip2
SNP_A-2209085	18205316	1.2593	chip2
SNP_A-2097441	18209241	2.1494	chip1
SNP_A-2162539	18209780	1.0464	chip1
SNP_A-2113658	18212519	0.7687	chip2
SNP_A-4272471	18212579	3.6441	chip2
SNP_A-4243290	18252675	1.073	chip2
SNP_A-4201836	18339019	2.4341	chip1
SNP_A-2074184	18342039	1.9101	chip2
SNP_A-2026980	18348806	1.7922	chip1
SNP_A-2255852	18348905	0.8601	chip1
SNP_A-2222640	18348957	0.9743	chip1
SNP_A-2296705	18351458	1.0471	chip1
SNP_A-4225417	18353957	1.4396	chip1
SNP_A-1922288	18358616	0.4278	chip1
SNP_A-4217417	18362042	0.4949	chip1
SNP_A-1822526	18363912	1.874	chip1
SNP_A-2279604	18380225	2.4243	chip1
SNP_A-4204353	18380972	0.5937	chip1
SNP_A-2295744	18394928	0.5898	chip1
SNP_A-4273925	18418115	0.6131	chip2
SNP_A-4304770	18419975	0.5775	chip2
SNP_A-2041392	18425673	0.6175	chip2
SNP_A-2106639	18431776	0.5985	chip2
SNP_A-1898728	18441915	1.6145	chip1
SNP_A-1792717	18448924	0.9663	chip2
SNP_A-2266449	18450473	0.6254	chip2
SNP_A-2296712	18451115	0.8581	chip2
SNP_A-4271558	18452071	1.8411	chip2
SNP_A-2155697	18462715	0.7138	chip1
SNP_A-2061799	18469629	1.0922	chip1
SNP_A-2274012	18469844	1.5069	chip1
SNP_A-2030018	18471146	1.573	chip2
SNP_A-2034006	18474380	1.4745	chip2
SNP_A-1833876	18484754	1.0145	chip1
SNP_A-2236788	18486659	0.769	chip2
SNP_A-4227331	18488984	2.2363	chip1
SNP_A-2253664	18489386	0.9922	chip1
SNP_A-4196552	18492994	0.9769	chip1
SNP_A-4205850	18493391	0.6021	chip1
SNP_A-2100730	18493414	0.5451	chip1
SNP_A-1938315	18494332	1.1653	chip2
SNP_A-2110395	18494386	0.6117	chip2
SNP_A-2110396	18494555	1.2739	chip2
SNP_A-2137498	18497044	1.4806	chip2
SNP_A-1824941	18502485	0.8677	chip1
SNP_A-1939306	18509203	1.8783	chip1
SNP_A-2037129	18510262	1.5996	chip2
SNP_A-2283833	18515769	0.5793	chip1
SNP_A-1791603	18523269	1.5174	chip1
