Probe_Set	Phy_position	CPA	chiptype
SNP_A-4302939	36594	0.7343	chip2
SNP_A-1801271	50446	1.8895	chip1
SNP_A-4201308	61880	1.7395	chip1
SNP_A-2079863	62481	1.0727	chip2
SNP_A-2184970	65570	0.7537	chip2
SNP_A-2203413	69793	0.9155	chip2
SNP_A-1913388	71503	1.55	chip2
SNP_A-2079609	95916	1.8619	chip2
SNP_A-2314916	95960	1.4747	chip2
SNP_A-2236631	99608	1.7096	chip2
SNP_A-1789412	100208	1.1138	chip1
SNP_A-2285920	102384	0.9223	chip2
SNP_A-1899953	102965	2.29	chip2
SNP_A-1897760	107782	0.9693	chip2
SNP_A-1874040	110048	1.1325	chip2
SNP_A-1805412	126481	0.8155	chip2
SNP_A-1848098	127321	1.0086	chip1
SNP_A-2083521	127772	1.6255	chip1
SNP_A-1861976	127956	1.1333	chip1
SNP_A-2112144	128197	1.6359	chip1
SNP_A-1922612	128679	1.3078	chip1
SNP_A-2237489	131295	0.7445	chip2
SNP_A-2256845	138615	0.7076	chip2
SNP_A-2056552	145326	0.8243	chip1
SNP_A-4241870	158197	1.9755	chip2
SNP_A-4271437	165786	1.1626	chip2
SNP_A-2088103	188968	2.21	chip2
SNP_A-2273158	191614	0.5362	chip2
SNP_A-2028803	195694	0.9244	chip1
SNP_A-1899979	203506	0.6	chip2
SNP_A-2002464	205271	1.3598	chip2
SNP_A-2002465	206183	1.9294	chip1
SNP_A-1943313	208734	1.8504	chip2
SNP_A-1827610	221584	1.3566	chip2
SNP_A-2077849	221728	0.6545	chip2
SNP_A-4226150	226103	1.8804	chip1
SNP_A-4202100	227580	1.3865	chip1
SNP_A-1894227	228276	1.444	chip2
SNP_A-1922525	231502	2.1722	chip1
SNP_A-4247247	232783	0.5961	chip2
SNP_A-2153691	235550	0.9616	chip1
SNP_A-2223537	235911	0.8499	chip1
SNP_A-1916360	241671	1.1489	chip2
SNP_A-2202423	242047	0.7187	chip2
SNP_A-2276273	248990	1.7705	chip2
SNP_A-2113368	250672	1.4478	chip1
SNP_A-2108808	253137	1.3207	chip1
SNP_A-1936332	255053	1.4847	chip1
SNP_A-1809352	255353	1.1084	chip1
SNP_A-1789392	285317	0.9809	chip2
SNP_A-1803081	287894	0.5051	chip1
SNP_A-1891135	294088	1.3294	chip1
SNP_A-2231897	303412	1.8751	chip1
SNP_A-2223664	313346	0.7944	chip2
SNP_A-2144247	318012	1.3165	chip1
SNP_A-2180417	320584	0.7799	chip2
SNP_A-1958759	364161	0.6314	chip1
SNP_A-4296156	391208	1.2612	chip2
SNP_A-2254767	409299	0.5637	chip2
SNP_A-1781386	413467	1.8902	chip1
SNP_A-2032249	417944	0.8349	chip2
SNP_A-1856817	421811	1.0109	chip2
SNP_A-1835983	437307	1.9019	chip2
SNP_A-2263545	441178	1.74	chip2
SNP_A-1784983	444131	0.9464	chip2
SNP_A-1912602	456088	1.424	chip2
SNP_A-4261167	456768	0.9404	chip2
SNP_A-4256363	460710	0.9923	chip2
SNP_A-4304243	461561	0.6913	chip2
SNP_A-4285591	464435	1.642	chip2
SNP_A-4218632	476148	0.5453	chip1
SNP_A-1882811	479802	1.929	chip2
SNP_A-1817515	479824	0.8862	chip2
SNP_A-4288853	485647	2.3344	chip2
SNP_A-2138087	498497	0.5298	chip2
SNP_A-4244710	501811	0.8874	chip2
SNP_A-4222314	502501	0.5437	chip1
SNP_A-1948898	502661	1.4398	chip2
SNP_A-2226352	503183	0.6641	chip2
SNP_A-1825551	503678	1.2862	chip2
SNP_A-2026023	505520	0.8446	chip1
SNP_A-2250396	508427	1.0784	chip2
SNP_A-4231881	528683	0.647	chip1
SNP_A-2002466	531917	0.9662	chip2
SNP_A-2222522	537871	1.0376	chip2
SNP_A-4242447	539299	0.9397	chip2
SNP_A-2141236	543339	1.3421	chip2
SNP_A-2295377	543506	0.7438	chip1
SNP_A-2182695	543544	1.099	chip2
SNP_A-2217096	544115	1.219	chip2
SNP_A-1918296	545702	1.7302	chip1
SNP_A-2026039	546377	0.9795	chip2
SNP_A-2026041	546651	0.7631	chip2
SNP_A-4271460	546804	1.0492	chip2
SNP_A-2026418	547464	1.5041	chip2
SNP_A-1850394	548017	0.8203	chip1
SNP_A-4255082	551815	0.6749	chip2
SNP_A-2185956	551991	1.1497	chip2
SNP_A-1920145	553867	0.6175	chip1
SNP_A-2170016	566125	0.909	chip1
SNP_A-2267674	566311	1.5497	chip1
SNP_A-2056264	568304	0.7766	chip2
SNP_A-2160779	568895	0.7552	chip1
SNP_A-2305460	570936	1.4614	chip2
SNP_A-2163605	586925	0.8309	chip2
SNP_A-1931902	587399	0.9292	chip2
SNP_A-2181396	591649	0.7821	chip2
SNP_A-2224964	593551	0.5951	chip1
SNP_A-4253053	596276	0.8864	chip2
SNP_A-2270115	598971	1.8482	chip2
SNP_A-2235043	605765	1.5856	chip2
SNP_A-1832373	606363	1.4279	chip2
SNP_A-2282854	606975	0.7091	chip1
SNP_A-1902618	608858	1.316	chip1
SNP_A-2257300	611199	1.1323	chip1
SNP_A-1855966	611222	1.011	chip1
SNP_A-2065115	611480	1.493	chip1
SNP_A-2201619	627467	0.8752	chip2
SNP_A-2159121	638294	1.0118	chip1
SNP_A-1794902	639135	1.206	chip1
SNP_A-2151417	639227	1.4095	chip1
SNP_A-2232132	639383	0.475	chip1
SNP_A-2259511	641190	1.1217	chip2
SNP_A-2063232	641306	1.3007	chip2
SNP_A-4272748	641490	0.7501	chip2
SNP_A-2263760	641938	1.4896	chip2
SNP_A-1840927	642502	0.8536	chip2
SNP_A-2130912	646632	1.2671	chip1
SNP_A-2047848	653745	0.6453	chip2
SNP_A-2002467	656499	0.885	chip2
SNP_A-4275659	659413	1.4596	chip2
SNP_A-4280067	675712	0.8509	chip2
SNP_A-4239604	685143	0.898	chip1
SNP_A-2233432	705335	1.4829	chip2
SNP_A-2077254	706248	1.2484	chip2
SNP_A-1880206	734094	0.8443	chip1
SNP_A-4243995	736231	0.9476	chip2
SNP_A-2141413	741231	0.5467	chip2
SNP_A-4281692	753439	2.3586	chip2
SNP_A-4237570	758689	0.6679	chip1
SNP_A-2125768	760163	0.6876	chip1
SNP_A-4237215	764228	1.595	chip1
SNP_A-4290767	778544	1.0634	chip2
SNP_A-1804950	786031	0.78	chip2
SNP_A-2300517	806729	0.909	chip2
SNP_A-1938909	809741	1.321	chip1
SNP_A-1957990	834767	0.761	chip1
SNP_A-2123893	845537	2.0454	chip1
SNP_A-2077786	846748	1.1075	chip1
SNP_A-1794242	852255	0.7514	chip1
SNP_A-2142072	852582	0.4772	chip1
SNP_A-2062590	852779	0.678	chip1
SNP_A-2174706	857743	0.8987	chip1
SNP_A-2118804	859155	1.2317	chip2
SNP_A-2274987	859658	1.7677	chip1
SNP_A-2154870	859685	1.5861	chip1
SNP_A-2026157	868626	1.7351	chip1
SNP_A-1812244	879317	1.3411	chip1
SNP_A-2296985	882569	1.3851	chip1
SNP_A-2002468	885730	0.8849	chip1
SNP_A-1880930	885892	1.0566	chip1
SNP_A-2118430	894949	1.9112	chip2
SNP_A-2108278	907549	0.9759	chip1
SNP_A-4216897	934699	2.2757	chip1
SNP_A-2308739	948121	1.7534	chip2
SNP_A-1807946	949429	0.8842	chip1
SNP_A-1851045	950689	1.2275	chip2
SNP_A-1924551	951115	0.5428	chip2
SNP_A-1930491	951166	1.6038	chip2
SNP_A-2068901	956323	2.6596	chip2
SNP_A-4290808	956846	0.5518	chip2
SNP_A-1880006	971525	0.5473	chip1
SNP_A-1841866	975088	0.6832	chip2
SNP_A-4279543	975398	1.1716	chip2
SNP_A-2073649	991832	1.1512	chip1
SNP_A-2043338	992711	1.9658	chip1
SNP_A-2247629	1022386	1.4652	chip2
SNP_A-2166519	1051586	1.0301	chip1
SNP_A-4249103	1076722	0.6114	chip2
SNP_A-2098653	1076959	1.9445	chip2
SNP_A-4206911	1081584	0.9601	chip1
SNP_A-4223673	1081595	1.1091	chip1
SNP_A-1952992	1081837	2.5571	chip1
SNP_A-2314510	1090949	2.2861	chip2
SNP_A-2026247	1097156	0.6507	chip1
SNP_A-1949343	1098068	0.9909	chip2
SNP_A-4252041	1100239	1.2473	chip2
SNP_A-1796022	1112075	0.9718	chip1
SNP_A-2152741	1112171	0.5246	chip1
SNP_A-2026263	1115479	0.7176	chip1
SNP_A-2096270	1118329	1.8225	chip2
SNP_A-4216558	1119511	2.1467	chip1
SNP_A-4301393	1130092	0.9613	chip2
SNP_A-2026267	1133090	0.7156	chip2
SNP_A-1833127	1139337	1.1422	chip2
SNP_A-2140616	1147724	1.4648	chip2
SNP_A-1924218	1171662	1.8517	chip2
SNP_A-2026276	1224606	0.6342	chip1
SNP_A-2227490	1231141	0.8846	chip1
SNP_A-2002469	1247482	0.7198	chip2
SNP_A-2139187	1255099	0.584	chip2
SNP_A-2291047	1265391	0.7094	chip1
SNP_A-2026286	1269704	0.66	chip1
SNP_A-2033284	1286853	0.9844	chip1
SNP_A-4231385	1299451	1.2072	chip1
SNP_A-1883478	1307239	0.5858	chip2
SNP_A-4290173	1311105	0.7309	chip2
SNP_A-1823843	1329146	1.0708	chip1
SNP_A-1806005	1330006	1.4332	chip2
SNP_A-1873935	1336611	0.5237	chip1
SNP_A-4203579	1341493	1.0276	chip1
SNP_A-2203243	1348156	0.3954	chip2
SNP_A-1784603	1348831	0.6226	chip1
SNP_A-2118697	1353496	0.9877	chip1
SNP_A-4236908	1353557	1.4555	chip1
SNP_A-2268362	1356897	1.3233	chip1
SNP_A-2277826	1368694	1.3863	chip1
SNP_A-2046387	1369675	0.7978	chip1
SNP_A-1951101	1379285	1.6907	chip2
SNP_A-4194123	1380766	0.6964	chip1
SNP_A-2252366	1394405	0.8534	chip1
SNP_A-2267598	1404755	0.8298	chip1
SNP_A-2212885	1413136	1.0534	chip1
SNP_A-2026349	1413851	1.686	chip2
SNP_A-4244442	1422929	0.9296	chip2
SNP_A-4252405	1423711	1.6989	chip2
SNP_A-1817495	1436919	1.3197	chip2
SNP_A-2026364	1446456	0.896	chip2
SNP_A-2282177	1457107	2.0444	chip1
SNP_A-2190639	1457421	2.142	chip1
SNP_A-4225608	1460954	0.7829	chip1
SNP_A-1858639	1461019	0.7449	chip1
SNP_A-2258402	1461160	1.1333	chip1
SNP_A-2261072	1479403	0.7674	chip2
SNP_A-1825906	1490084	0.965	chip2
SNP_A-2218354	1508174	1.1568	chip2
SNP_A-2296822	1508224	0.8763	chip2
SNP_A-2182607	1508953	0.9621	chip2
SNP_A-1797504	1509129	1.0232	chip2
SNP_A-2120032	1518630	0.5817	chip2
SNP_A-2273934	1518654	0.7674	chip2
SNP_A-2187201	1525710	0.7402	chip2
SNP_A-2202237	1526443	0.9362	chip2
SNP_A-2260355	1526622	1.0029	chip2
SNP_A-4290657	1530994	1.2191	chip2
SNP_A-2242363	1531404	0.8875	chip2
SNP_A-2156612	1532214	0.9877	chip2
SNP_A-2255877	1541441	1.9928	chip2
SNP_A-2253769	1543081	1.1354	chip2
SNP_A-1809878	1550045	1.4441	chip1
SNP_A-4271329	1588335	0.5766	chip2
SNP_A-1946298	1589357	1.5512	chip2
SNP_A-2167073	1599896	0.6975	chip2
SNP_A-1872548	1604531	1.0296	chip2
SNP_A-4256666	1604821	0.4461	chip2
SNP_A-4296343	1610097	1.0638	chip2
SNP_A-2312328	1611877	0.6727	chip2
SNP_A-2079795	1613557	0.8075	chip2
SNP_A-1949465	1613817	0.7405	chip2
SNP_A-2304254	1617734	1.2732	chip1
SNP_A-1894590	1620102	0.6159	chip1
SNP_A-1936012	1620858	1.2797	chip2
SNP_A-2026399	1636194	0.7666	chip2
SNP_A-1881796	1644410	1.9031	chip2
SNP_A-2087998	1646478	0.7632	chip1
SNP_A-4216582	1658294	1.5519	chip1
SNP_A-1834378	1659125	0.7526	chip2
SNP_A-1921714	1660296	0.8828	chip2
SNP_A-2002470	1673782	0.6567	chip2
SNP_A-2026410	1675141	0.6295	chip2
SNP_A-2200111	1676317	1.2454	chip1
SNP_A-2154356	1676357	1.0811	chip1
SNP_A-2230984	1681743	0.6139	chip1
SNP_A-4204475	1684035	0.9299	chip1
SNP_A-4273463	1698410	0.3831	chip2
SNP_A-2032672	1698788	0.6424	chip2
SNP_A-2069882	1701616	1.6711	chip2
SNP_A-2296699	1720645	1.0673	chip1
SNP_A-1865123	1726085	1.1836	chip1
SNP_A-1854576	1748415	1.0354	chip2
SNP_A-2074423	1748653	1.0818	chip2
SNP_A-1793701	1759543	1.7964	chip2
SNP_A-2137895	1760084	2.254	chip2
SNP_A-4292215	1760460	0.5141	chip2
SNP_A-2177968	1760850	2.0398	chip2
SNP_A-2175936	1767040	0.566	chip2
SNP_A-4292363	1770996	1.2988	chip2
SNP_A-2026437	1771746	2.291	chip2
SNP_A-4290217	1772425	0.6243	chip2
SNP_A-4303066	1785407	1.3213	chip2
SNP_A-2294139	1785820	1.062	chip2
SNP_A-4253989	1809513	1.3588	chip2
SNP_A-2194959	1817454	1.1053	chip2
SNP_A-2221784	1824127	0.9145	chip1
SNP_A-2166577	1824357	1.4312	chip1
SNP_A-4278763	1825813	1.77	chip2
SNP_A-1831613	1829210	1.5831	chip1
SNP_A-1843553	1832761	1.3433	chip1
SNP_A-2083234	1833020	1.2238	chip1
SNP_A-1870314	1833253	1.6499	chip1
SNP_A-4271509	1834209	1.8202	chip2
SNP_A-4283226	1834528	0.5016	chip2
SNP_A-2278363	1834636	0.7878	chip2
SNP_A-2026442	1834677	0.8764	chip2
SNP_A-1861857	1835107	0.8964	chip2
SNP_A-2238641	1835146	1.0152	chip2
SNP_A-1818275	1841368	0.939	chip1
SNP_A-2180107	1852386	1.2161	chip2
SNP_A-4290932	1852412	0.4975	chip2
SNP_A-2222432	1865883	1.2037	chip2
SNP_A-2116420	1885421	0.8134	chip2
SNP_A-2288626	1890306	0.6454	chip2
SNP_A-2050195	1891656	1.4333	chip2
SNP_A-1884343	1891961	0.6805	chip2
SNP_A-2286204	1892672	1.2554	chip1
SNP_A-2218409	1892762	1.4134	chip2
SNP_A-1808843	1893747	1.0397	chip1
SNP_A-1834505	1895465	0.4904	chip2
SNP_A-2142946	1902776	1.1138	chip1
SNP_A-1811854	1905148	1.4529	chip2
SNP_A-4193539	1914988	1.1852	chip1
SNP_A-4229190	1915346	0.7669	chip1
SNP_A-4271519	1916360	0.7246	chip2
SNP_A-2026497	1925788	0.6546	chip2
SNP_A-2026499	1926624	0.898	chip2
SNP_A-2233489	1928926	0.7255	chip2
SNP_A-2186885	1929078	1.9902	chip2
SNP_A-2026504	1932336	1.7116	chip1
SNP_A-2108670	1948158	1.7651	chip1
SNP_A-4202965	1955427	1.0483	chip1
SNP_A-2232144	1955647	1.3655	chip1
SNP_A-4271523	1957306	0.689	chip2
SNP_A-1915250	1959491	1.5819	chip2
SNP_A-1957743	1961137	1.9909	chip1
SNP_A-1808595	1967977	1.987	chip2
SNP_A-4219188	1970585	0.9477	chip1
SNP_A-2068577	1972069	0.8615	chip1
SNP_A-1875073	1974729	1.0962	chip1
SNP_A-2274740	1977562	1.5316	chip1
SNP_A-2229835	1990819	0.7603	chip2
SNP_A-1874030	1991557	0.5264	chip1
SNP_A-1793670	1993183	1.2863	chip2
SNP_A-2235816	1994223	1.0462	chip2
SNP_A-1840423	2000034	0.949	chip2
SNP_A-2129573	2004228	0.6251	chip1
SNP_A-4293318	2004459	1.4792	chip2
SNP_A-4268405	2010886	0.498	chip2
SNP_A-2119732	2015559	1.5509	chip2
SNP_A-2026538	2022432	1.3419	chip1
SNP_A-1901393	2024364	0.6809	chip2
SNP_A-1899887	2025691	1.3935	chip2
SNP_A-4193972	2027165	1.1975	chip1
SNP_A-2306676	2042552	0.8687	chip2
SNP_A-4231999	2045165	0.4601	chip1
SNP_A-2153435	2045696	0.6373	chip1
SNP_A-2255100	2045873	0.6841	chip1
SNP_A-2206532	2045912	0.5555	chip1
SNP_A-1906920	2049021	0.9637	chip2
SNP_A-1913886	2049190	1.7619	chip2
SNP_A-4259658	2052747	0.712	chip2
SNP_A-4268406	2054821	0.8189	chip2
SNP_A-2026561	2055108	0.7206	chip2
SNP_A-2094117	2057925	1.3338	chip2
SNP_A-1849101	2065375	1.253	chip1
SNP_A-1957984	2073407	1.3474	chip2
SNP_A-4242459	2095454	0.6819	chip2
SNP_A-1902945	2100316	0.9628	chip1
SNP_A-2228547	2118442	0.986	chip2
SNP_A-2026607	2131015	1.3479	chip2
SNP_A-2079808	2139849	1.9095	chip1
SNP_A-1835241	2145924	0.6389	chip2
SNP_A-1930865	2151068	1.4773	chip2
SNP_A-4304166	2151203	0.6494	chip2
SNP_A-2101597	2152186	0.5637	chip2
SNP_A-2247693	2153456	1.6165	chip1
SNP_A-2127510	2154594	0.7186	chip1
SNP_A-1788507	2156245	2.073	chip2
SNP_A-2082747	2156283	0.9844	chip2
SNP_A-2002473	2164267	1.4148	chip2
SNP_A-1799954	2176830	1.2276	chip1
SNP_A-2145713	2182750	1.0315	chip2
SNP_A-4302132	2182881	0.9319	chip2
SNP_A-2237713	2183226	1.1681	chip1
SNP_A-2307796	2184580	0.8832	chip1
SNP_A-4220451	2186254	0.7966	chip1
SNP_A-2062963	2186280	1.5194	chip1
SNP_A-4228215	2186388	1.5406	chip1
SNP_A-2131055	2186456	0.9423	chip1
SNP_A-2237413	2186754	1.3214	chip2
SNP_A-1931909	2186878	0.6556	chip2
SNP_A-1957080	2187357	1.0124	chip2
SNP_A-4277876	2187784	0.3824	chip2
SNP_A-4294323	2187905	0.6625	chip2
SNP_A-4193866	2197359	1.0839	chip1
SNP_A-2026652	2198205	0.883	chip1
SNP_A-4298558	2199181	2.5011	chip2
SNP_A-2137517	2200231	1.1369	chip1
SNP_A-1874502	2206202	1.9868	chip2
SNP_A-2147753	2206430	0.8238	chip2
SNP_A-2026667	2207399	2.3674	chip1
SNP_A-4250985	2215556	0.5839	chip2
SNP_A-4277187	2219845	0.886	chip2
SNP_A-2271132	2220662	1.4096	chip2
SNP_A-2022657	2220713	1.8777	chip2
SNP_A-4216601	2225131	1.1052	chip1
SNP_A-2050718	2244391	2.0432	chip2
SNP_A-2028582	2257360	2.288	chip1
SNP_A-1805295	2290638	1.7069	chip2
SNP_A-4304520	2290787	0.6773	chip2
SNP_A-2026697	2294118	2.4822	chip2
SNP_A-2268532	2294172	2.3429	chip2
SNP_A-2002475	2295755	0.678	chip1
SNP_A-2026700	2296049	1.8377	chip2
SNP_A-2184902	2300439	1.1469	chip2
SNP_A-4298079	2300486	2.0071	chip2
SNP_A-2221186	2304806	0.7491	chip2
SNP_A-2173350	2306297	1.1952	chip2
SNP_A-2002476	2306783	1.3697	chip2
SNP_A-2228330	2310961	0.662	chip1
SNP_A-2121015	2311587	0.4136	chip1
SNP_A-1959624	2312226	1.3676	chip2
SNP_A-1804345	2312442	0.9773	chip2
SNP_A-1922013	2317675	1.0338	chip1
SNP_A-4221028	2320726	0.7877	chip1
SNP_A-2155566	2320856	1.1888	chip1
SNP_A-1922346	2323349	1.4814	chip1
SNP_A-4271039	2326323	0.6399	chip2
SNP_A-4282666	2326376	0.8269	chip2
SNP_A-4273687	2330368	1.9091	chip2
SNP_A-4260247	2331484	0.5526	chip2
SNP_A-4290745	2343619	0.9996	chip2
SNP_A-1882891	2352591	1.28	chip2
SNP_A-2204101	2354249	1.7542	chip2
SNP_A-2026747	2356692	2.038	chip1
SNP_A-2026749	2356972	1.8665	chip1
SNP_A-2225104	2357262	1.0551	chip1
SNP_A-2162823	2362172	1.4082	chip2
SNP_A-2249501	2365187	0.6213	chip2
SNP_A-2026754	2369887	1.7914	chip1
SNP_A-2026756	2370153	0.939	chip1
SNP_A-2113339	2372773	1.0174	chip1
SNP_A-2046170	2372833	1.3152	chip2
SNP_A-1896073	2375297	0.8312	chip2
SNP_A-2026762	2381423	0.75	chip1
SNP_A-2085835	2384492	0.76	chip1
SNP_A-2266797	2385119	0.8869	chip1
SNP_A-2177644	2393517	1.3529	chip2
SNP_A-4231318	2405678	2.4324	chip1
SNP_A-2256801	2406250	0.9808	chip1
SNP_A-2190732	2406556	1.6149	chip1
SNP_A-1800619	2408348	1.4857	chip2
SNP_A-2237732	2408810	0.6955	chip2
SNP_A-2246334	2409202	1.6369	chip2
SNP_A-2153621	2409568	0.6833	chip2
SNP_A-4206099	2418535	0.4471	chip1
SNP_A-2164915	2418751	1.052	chip1
SNP_A-2110586	2419279	1.1159	chip1
SNP_A-1837127	2420751	1.613	chip1
SNP_A-2107410	2421079	0.5666	chip1
SNP_A-2026791	2421629	2.0651	chip2
SNP_A-1873965	2423159	0.7115	chip1
SNP_A-2122989	2424249	1.3317	chip1
SNP_A-1795737	2424539	1.072	chip1
SNP_A-1900681	2427360	0.7085	chip1
SNP_A-4285500	2428736	1.8634	chip2
SNP_A-2256155	2430344	0.907	chip2
SNP_A-1824437	2432802	0.8858	chip2
SNP_A-1888695	2455833	1.0548	chip1
SNP_A-2247586	2456906	0.9621	chip1
SNP_A-2095528	2461290	0.814	chip2
SNP_A-2026833	2468020	0.7436	chip2
SNP_A-4271546	2468876	0.2322	chip2
SNP_A-2146986	2471624	1.2398	chip1
SNP_A-1790737	2485395	2.0596	chip2
SNP_A-2279972	2491161	0.5969	chip2
SNP_A-4259518	2491387	0.6722	chip2
SNP_A-2026865	2497139	0.7089	chip2
SNP_A-1879679	2499072	0.7583	chip2
SNP_A-2297604	2517044	1.1599	chip1
SNP_A-1864438	2518176	1.7058	chip2
SNP_A-1898555	2518202	0.6576	chip2
SNP_A-2051163	2522541	1.1914	chip2
SNP_A-1942705	2531421	1.2958	chip1
SNP_A-2002479	2539893	0.8148	chip1
SNP_A-2026899	2540841	1.4768	chip2
SNP_A-1816577	2541278	1.848	chip2
SNP_A-2298898	2553593	0.7993	chip1
SNP_A-2149345	2565578	0.7891	chip2
SNP_A-2271592	2575617	0.7563	chip2
SNP_A-2207890	2576308	1.0632	chip1
SNP_A-4192498	2591398	0.5614	chip1
SNP_A-2087800	2592794	1.1508	chip2
SNP_A-4275457	2594283	0.8865	chip2
SNP_A-4216627	2600712	1.4022	chip1
SNP_A-2202844	2603907	1.4782	chip2
SNP_A-4247329	2604711	0.495	chip2
SNP_A-2229321	2607320	0.9888	chip2
SNP_A-2110716	2608795	0.8764	chip2
SNP_A-1787994	2615322	0.6842	chip2
SNP_A-2122403	2619798	1.1826	chip2
SNP_A-2255042	2620097	0.8285	chip2
SNP_A-1950916	2620174	1.442	chip2
SNP_A-2225368	2622948	0.6337	chip2
SNP_A-2026965	2625616	0.8698	chip1
SNP_A-1925070	2628637	1.2262	chip2
SNP_A-1926238	2641279	1.2662	chip2
SNP_A-2215611	2648029	1.2523	chip1
SNP_A-1917454	2648961	1.2939	chip2
