Probe_Set	Phy_position	CPA	chiptype
SNP_A-1958539	101955	2.0958	chip2
SNP_A-2050406	142201	0.758	chip2
SNP_A-2123984	148946	1.2652	chip1
SNP_A-1907634	149076	0.8931	chip1
SNP_A-2063263	153707	0.8026	chip1
SNP_A-1887881	214961	1.1757	chip1
SNP_A-2282433	230788	1.0377	chip1
SNP_A-2157292	238506	1.1515	chip1
SNP_A-2111839	264224	0.7945	chip1
SNP_A-1936336	264675	0.8753	chip1
SNP_A-2178952	271710	0.7002	chip2
SNP_A-2118711	271896	1.3158	chip2
SNP_A-1866778	277764	0.4732	chip1
SNP_A-2057084	277811	0.6704	chip1
SNP_A-1991776	281134	2.1094	chip1
SNP_A-2193083	284145	1.0029	chip1
SNP_A-2128573	284165	0.7625	chip1
SNP_A-1991777	284953	1.1235	chip1
SNP_A-4207172	297807	1.0065	chip1
SNP_A-1991778	299526	0.7489	chip1
SNP_A-2227552	300225	0.5115	chip1
SNP_A-2183168	303504	1.4432	chip1
SNP_A-4294555	305525	0.6338	chip2
SNP_A-2291718	315841	1.0018	chip2
SNP_A-4205622	317832	0.6155	chip1
SNP_A-2101610	321620	0.8434	chip1
SNP_A-2284606	321763	0.8229	chip2
SNP_A-1806319	321859	1.1736	chip1
SNP_A-4303355	326805	1.2276	chip2
SNP_A-2220022	328313	0.9235	chip2
SNP_A-2286763	328553	1.3511	chip2
SNP_A-1890686	339223	0.6352	chip1
SNP_A-2186786	341390	0.789	chip1
SNP_A-4298665	344301	0.7609	chip2
SNP_A-2243305	345430	0.883	chip1
SNP_A-2181065	347599	0.6335	chip2
SNP_A-2114902	354065	0.7694	chip2
SNP_A-4252062	354399	1.0582	chip2
SNP_A-2099338	363048	1.9542	chip1
SNP_A-2243605	414200	1.0988	chip2
SNP_A-4259601	418076	1.2593	chip2
SNP_A-2089167	419977	1.0941	chip1
SNP_A-2272570	422103	1.03	chip1
SNP_A-1900448	427940	1.4725	chip1
SNP_A-4298292	433074	2.0475	chip2
SNP_A-2096423	454583	0.6805	chip2
SNP_A-2156633	457318	1.2548	chip1
SNP_A-4198082	458070	0.3683	chip1
SNP_A-4195889	458133	0.8036	chip1
SNP_A-2300932	459349	0.8786	chip2
SNP_A-2058855	474159	0.7671	chip2
SNP_A-2167111	477973	1.6646	chip1
SNP_A-4294815	479656	2.3745	chip2
SNP_A-1923407	489573	1.0499	chip1
SNP_A-4266693	504032	0.7346	chip2
SNP_A-1991794	504138	1.6754	chip2
SNP_A-1859951	505870	1.2037	chip1
SNP_A-4224266	506981	0.8736	chip1
SNP_A-2180556	507451	2.0448	chip1
SNP_A-2305535	511723	1.1327	chip2
SNP_A-4288689	516773	1.0097	chip2
SNP_A-2211306	520644	1.9203	chip2
SNP_A-1797296	522139	0.8754	chip1
SNP_A-1991801	523331	0.5775	chip1
