Probe_Set	Phy_position	CPA	chiptype
SNP_A-2260116	212033	0.5139	chip1
SNP_A-2293731	228776	1.0094	chip2
SNP_A-4277655	244934	0.7652	chip2
SNP_A-1848123	247458	0.5997	chip2
SNP_A-2136817	252639	0.6214	chip2
SNP_A-2040286	252668	0.771	chip2
SNP_A-4242445	286055	0.8809	chip2
SNP_A-2115585	299743	2.1961	chip2
SNP_A-1915656	303660	1.3575	chip1
SNP_A-2109633	317680	0.5762	chip1
SNP_A-2297192	318089	1.0375	chip2
SNP_A-1788376	340397	1.7712	chip1
SNP_A-1888879	340805	1.1965	chip2
SNP_A-1938296	341341	0.6982	chip2
SNP_A-2087210	363730	1.2486	chip2
SNP_A-2228209	366294	2.138	chip1
SNP_A-4206128	373238	1.5276	chip1
SNP_A-4195287	392195	1.5229	chip1
SNP_A-2177576	401282	0.7592	chip2
SNP_A-2306324	433221	1.4477	chip1
SNP_A-2109351	460717	0.5469	chip2
SNP_A-1878513	489160	1.0094	chip1
SNP_A-1881148	489487	1.0118	chip1
SNP_A-2079593	507632	1.6513	chip2
SNP_A-1795586	513530	1.068	chip2
SNP_A-1785183	526083	0.8621	chip2
SNP_A-4289846	530100	0.9953	chip2
SNP_A-2100084	558984	1.5163	chip1
SNP_A-2300094	585095	1.2788	chip1
SNP_A-2297657	606608	1.0271	chip2
SNP_A-2182099	626513	1.0729	chip1
SNP_A-1784789	701173	0.529	chip2
SNP_A-4273273	816406	1.352	chip2
SNP_A-4280974	831602	0.7179	chip2
SNP_A-2241019	832161	1.1758	chip2
SNP_A-2236793	838128	1.2522	chip1
SNP_A-4216130	847499	1.1602	chip1
SNP_A-2223136	882523	1.4799	chip1
SNP_A-2039520	890673	1.3624	chip1
SNP_A-1903910	890697	0.67	chip1
SNP_A-2145232	892603	1.1917	chip2
SNP_A-4281680	938571	1.1919	chip2
SNP_A-2310640	989222	1.0987	chip2
SNP_A-1796491	1053211	1.4178	chip1
SNP_A-2303699	1053728	0.8999	chip2
SNP_A-2209663	1054465	0.4916	chip1
