Probe_Set	Phy_position	CPA	chiptype
SNP_A-1717177	149885	1.3467	chip2
SNP_A-1740606	156277	1.45	chip1
SNP_A-1647264	242038	0.9999	chip2
SNP_A-1662876	242559	0.6633	chip2
SNP_A-1716859	284495	1.1705	chip2
SNP_A-1737373	285046	0.9703	chip2
SNP_A-1730852	312183	1	chip1
SNP_A-1661955	341114	0.9125	chip1
SNP_A-1757273	405105	0.7281	chip2
SNP_A-1704345	405401	0.876	chip2
SNP_A-1751176	495472	0.7983	chip1
SNP_A-1752922	517473	0.8343	chip1
SNP_A-1668514	555414	0.7223	chip2
SNP_A-1659682	555760	0.7244	chip2
SNP_A-1716427	618980	1.1129	chip2
SNP_A-1641891	619035	1.1887	chip2
SNP_A-1666766	621435	0.89	chip2
SNP_A-1731420	651005	0.7108	chip1
SNP_A-1701487	665903	0.9227	chip2
SNP_A-1657796	666789	1	chip2
SNP_A-1684598	667931	0.9127	chip2
SNP_A-1740273	668847	1.118	chip2
SNP_A-1683153	867772	0.9888	chip1
SNP_A-1725477	892328	0.9872	chip1
SNP_A-1677586	918190	1.4863	chip2
SNP_A-1758854	918869	1.4442	chip2
SNP_A-1656189	922569	1.2019	chip2
SNP_A-1654703	922779	0.8407	chip2
SNP_A-1732302	923680	0.9904	chip1
SNP_A-1661347	973188	2.0058	chip1
SNP_A-1669776	1007892	1.2013	chip1
SNP_A-1715260	1043252	1.2577	chip1
SNP_A-1715356	1043494	1.2358	chip1
SNP_A-1721128	1083206	1.5447	chip1
SNP_A-1700965	1095249	0.6879	chip2
SNP_A-1716305	1096342	1.1827	chip2
SNP_A-1729657	1115057	0.5407	chip1
SNP_A-1729801	1117931	1.8032	chip1
SNP_A-1729961	1118245	0.5733	chip1
SNP_A-1730129	1118744	0.741	chip1
SNP_A-1707511	1149778	0.9862	chip2
SNP_A-1707602	1255932	1	chip1
SNP_A-1688972	1287985	1.1888	chip2
SNP_A-1679104	1295894	1.7523	chip2
SNP_A-1713343	1307798	1.4109	chip1
SNP_A-1657720	1363321	1.7201	chip2
SNP_A-1689370	1363924	1.418	chip2
SNP_A-1644101	1427602	1	chip1
SNP_A-1696364	1458086	1	chip2
SNP_A-1733402	1458409	1.4561	chip2
SNP_A-1700022	1466737	1.1434	chip1
SNP_A-1700116	1466784	0.504	chip1
SNP_A-1700212	1466939	1.3656	chip1
SNP_A-1700325	1467014	0.7361	chip1
SNP_A-1676024	1560337	0.7388	chip2
SNP_A-1721095	1561172	1	chip2
SNP_A-1696400	1563312	0.4002	chip2
SNP_A-1739557	1564145	2.661	chip2
SNP_A-1750411	1564274	1.099	chip2
SNP_A-1672728	1564764	0.9083	chip2
SNP_A-1697829	1565651	0.9546	chip2
SNP_A-1648354	1566816	1.8245	chip2
SNP_A-1688565	1577735	0.8955	chip1
SNP_A-1725396	1587409	0.7314	chip2
SNP_A-1732304	1589124	0.8855	chip1
SNP_A-1732408	1589150	1.1637	chip1
SNP_A-1732867	1590712	0.614	chip1
SNP_A-1758534	1600953	1.1925	chip2
SNP_A-1650360	1614599	1.4424	chip2
SNP_A-1742349	1649722	0.5928	chip2
SNP_A-1706323	1650072	0.6496	chip2
SNP_A-1668665	1650497	0.5897	chip1
SNP_A-1668866	1652987	1.0739	chip1
SNP_A-1755386	1680051	1.3341	chip2
SNP_A-1676668	1686271	0.3601	chip2
SNP_A-1677371	1712427	1	chip1
SNP_A-1756767	1747847	0.7753	chip2
SNP_A-1714581	1755640	0.8027	chip2
SNP_A-1723870	1756000	1.6038	chip2
SNP_A-1660997	1757891	1.004	chip2
SNP_A-1727179	1768592	1.0849	chip1
SNP_A-1721680	1807188	1.1073	chip2
SNP_A-1735281	1814510	0.9798	chip1
SNP_A-1735449	1815170	0.7714	chip1
SNP_A-1671295	1859643	0.6472	chip1
SNP_A-1716813	1870289	0.6576	chip2
SNP_A-1758144	1887925	1.252	chip2
SNP_A-1731066	1921566	0.7697	chip1
SNP_A-1655120	1937102	0.719	chip1
SNP_A-1655236	1937263	1.2568	chip1
SNP_A-1684828	1964315	1.5508	chip2
SNP_A-1661915	1985793	1.5014	chip1
SNP_A-1662033	1985824	0.9378	chip1
SNP_A-1745480	2007453	0.974	chip2
SNP_A-1707097	2018982	0.8608	chip2
SNP_A-1683123	2024526	1.2538	chip1
SNP_A-1693690	2084486	1.0877	chip1
SNP_A-1695356	2087969	0.7307	chip1
SNP_A-1749629	2119992	0.7909	chip2
SNP_A-1737706	2130752	2.534	chip1
SNP_A-1710493	2135811	1.188	chip2
SNP_A-1643227	2136395	0.6743	chip2
SNP_A-1645208	2172434	0.4939	chip2
SNP_A-1677387	2209398	1.1305	chip1
SNP_A-1733374	2248785	0.5248	chip2
SNP_A-1680987	2249283	1.2945	chip1
SNP_A-1660493	2262498	1.2647	chip2
SNP_A-1727621	2262846	2.5379	chip2
SNP_A-1740132	2299829	0.7174	chip1
SNP_A-1709619	2313411	1.0321	chip2
SNP_A-1671317	2354878	0.9505	chip1
SNP_A-1672969	2358597	1.2218	chip1
SNP_A-1690337	2360048	1.2452	chip2
SNP_A-1727362	2433818	1.0737	chip1
SNP_A-1692042	2452400	1	chip2
SNP_A-1695569	2542886	0.8352	chip2
SNP_A-1685038	2558165	1.2093	chip2
SNP_A-1726425	2577707	1	chip1
SNP_A-1726589	2580764	1.1666	chip1
SNP_A-1728564	2592429	1.5799	chip1
SNP_A-1694621	2673443	1.8807	chip2
SNP_A-1655399	2677926	1.1094	chip2
SNP_A-1698353	2678941	1.2154	chip2
SNP_A-1743705	2688125	0.7883	chip2
SNP_A-1734114	2688172	1.3232	chip2
SNP_A-1711487	2718686	1.1139	chip1
SNP_A-1711657	2720076	1.1564	chip1
SNP_A-1753697	2721492	1.1114	chip2
SNP_A-1690073	2740204	0.5845	chip2
SNP_A-1654917	2741637	2.1584	chip2
SNP_A-1738174	2770459	1.852	chip2
SNP_A-1682938	2790825	0.9959	chip2
SNP_A-1741476	2796121	0.9635	chip1
SNP_A-1675781	2861766	0.5693	chip1
SNP_A-1686463	2903896	1	chip1
SNP_A-1677422	2924536	1.799	chip2
SNP_A-1663482	2925022	1.2853	chip2
SNP_A-1743569	2936291	1.1203	chip2
SNP_A-1756713	2936833	0.973	chip2
SNP_A-1738852	2977333	0.9455	chip1
SNP_A-1738962	2977784	0.5234	chip1
SNP_A-1741307	2980800	0.5645	chip2
SNP_A-1739282	2985373	1.38	chip1
SNP_A-1669998	3067397	1.4921	chip1
SNP_A-1679576	3067464	1.0558	chip2
SNP_A-1677038	3203337	0.9659	chip2
SNP_A-1644700	3211660	1.2187	chip2
SNP_A-1649012	3228606	0.985	chip2
SNP_A-1717222	3241743	0.9396	chip1
SNP_A-1651244	3258550	0.8263	chip2
SNP_A-1655953	3272219	0.4821	chip2
SNP_A-1711907	3309797	0.6944	chip2
SNP_A-1707916	3309915	1.4273	chip2
SNP_A-1701519	3310158	1.5305	chip2
SNP_A-1644662	3317801	0.7851	chip2
SNP_A-1689452	3317868	0.5819	chip2
SNP_A-1748931	3318346	1.1443	chip2
SNP_A-1662840	3318746	1.5471	chip2
SNP_A-1644658	3337813	0.765	chip2
SNP_A-1718196	3481981	1.0921	chip1
SNP_A-1720222	3487714	0.8772	chip1
SNP_A-1721825	3490435	2.1734	chip1
SNP_A-1652921	3529135	1.3599	chip1
SNP_A-1664452	3657903	1.1158	chip2
SNP_A-1746450	3677828	0.8884	chip2
SNP_A-1682496	3726629	1.2281	chip2
SNP_A-1646367	3736998	0.7571	chip1
SNP_A-1646479	3737306	1.4828	chip1
SNP_A-1646599	3737514	1.4476	chip1
SNP_A-1646699	3737619	0.7238	chip1
SNP_A-1669616	3830072	1.2368	chip1
SNP_A-1687036	3849150	1.3016	chip2
SNP_A-1728821	3857290	0.8775	chip2
SNP_A-1661498	3857358	0.5916	chip2
SNP_A-1665159	4009209	1.1864	chip1
SNP_A-1665261	4009327	1.0004	chip1
SNP_A-1668543	4021134	1.0846	chip1
SNP_A-1668647	4022671	0.551	chip1
SNP_A-1749561	4036539	1.3005	chip2
SNP_A-1675733	4115708	0.6048	chip1
SNP_A-1675873	4117583	1.1315	chip1
SNP_A-1703523	4120516	1.604	chip2
SNP_A-1721373	4122821	2.2424	chip2
SNP_A-1731715	4133338	1	chip2
SNP_A-1717856	4137742	1.422	chip1
SNP_A-1723445	4151831	0.7677	chip1
SNP_A-1730664	4172980	0.8311	chip1
SNP_A-1681130	4181087	1.5842	chip2
SNP_A-1653056	4182281	1.421	chip2
SNP_A-1713815	4261197	0.7405	chip1
SNP_A-1713973	4261385	1.0503	chip1
SNP_A-1719262	4285384	1.0301	chip1
SNP_A-1720930	4290528	1.8088	chip1
SNP_A-1668418	4300797	1.3952	chip2
SNP_A-1648703	4317582	0.8032	chip1
SNP_A-1652167	4325455	0.9134	chip1
SNP_A-1653527	4326259	1.3211	chip1
SNP_A-1659648	4326748	0.7053	chip2
SNP_A-1649694	4331863	0.8182	chip2
SNP_A-1693078	4348654	0.8866	chip2
SNP_A-1655795	4350028	1.7654	chip2
SNP_A-1681464	4356925	0.8701	chip2
SNP_A-1660766	4360969	0.6855	chip1
SNP_A-1753277	4373437	1.1206	chip2
SNP_A-1671344	4373712	0.8405	chip2
SNP_A-1701074	4375192	1.4364	chip1
SNP_A-1701174	4375235	0.5858	chip1
SNP_A-1702490	4375309	1	chip1
SNP_A-1685504	4379685	3.459	chip2
SNP_A-1653666	4379879	1.5986	chip2
SNP_A-1750155	4438941	1.6895	chip2
SNP_A-1655803	4439347	0.6442	chip2
SNP_A-1694592	4472183	0.6757	chip1
SNP_A-1694704	4472763	1	chip1
SNP_A-1655669	4477509	1.9506	chip2
SNP_A-1708266	4510541	0.8425	chip2
SNP_A-1662206	4569102	1.3553	chip2
SNP_A-1730273	4622120	0.7285	chip1
SNP_A-1693128	4707966	0.7554	chip2
SNP_A-1664721	4718943	0.7495	chip1
SNP_A-1666667	4941575	1.5076	chip1
SNP_A-1666771	4941802	1.1189	chip1
SNP_A-1671579	4966160	1.0927	chip1
SNP_A-1644090	4969713	1.4841	chip2
SNP_A-1740697	5081704	1.2805	chip2
SNP_A-1724176	5081943	1	chip2
SNP_A-1741299	5135389	0.6203	chip2
SNP_A-1722324	5139482	0.9135	chip2
SNP_A-1717377	5139779	0.8727	chip2
SNP_A-1750365	5160379	1.1372	chip2
SNP_A-1649371	5195046	1.5336	chip1
SNP_A-1649503	5195228	0.5279	chip1
SNP_A-1650773	5195280	1.0124	chip1
SNP_A-1747547	5223414	1.1297	chip2
SNP_A-1656450	5224117	1.5471	chip1
SNP_A-1696395	5231007	1.3353	chip1
SNP_A-1715845	5407253	0.6029	chip2
SNP_A-1746108	5407863	1.1258	chip2
SNP_A-1690356	5523188	1.1744	chip1
SNP_A-1751193	5550258	1.2908	chip2
SNP_A-1681550	5582779	1.016	chip2
SNP_A-1661488	5645381	0.9005	chip2
SNP_A-1754405	5648744	1.5756	chip1
SNP_A-1754525	5649096	1.1856	chip1
SNP_A-1756249	5655079	1.75	chip1
SNP_A-1656480	5703232	0.8129	chip1
SNP_A-1660446	5727300	1.6213	chip1
SNP_A-1665235	5739496	0.8064	chip1
