Probe_Set	Phy_position	CPA	chiptype
SNP_A-1698903	18321079	1	chip2
SNP_A-1727052	18349443	1.713	chip2
SNP_A-1698981	18349794	0.9905	chip2
SNP_A-1674352	18425192	0.6131	chip1
SNP_A-1717842	18455336	1	chip1
SNP_A-1740765	18478972	1.0055	chip2
SNP_A-1682616	18482385	1.7013	chip2
SNP_A-1702975	18482477	0.6799	chip2
SNP_A-1692932	18488336	1.4932	chip2
SNP_A-1675656	18491418	1.8525	chip2
SNP_A-1654370	18519073	0.7894	chip1
SNP_A-1712619	18600686	0.952	chip2
SNP_A-1739183	18600924	0.6087	chip2
SNP_A-1720640	18643141	1.5485	chip1
SNP_A-1722615	18645452	1	chip1
SNP_A-1722713	18645576	1	chip1
SNP_A-1722869	18645750	1	chip1
SNP_A-1658819	18682913	1	chip1
SNP_A-1659115	18684320	1.3309	chip1
SNP_A-1754879	18742711	0.9331	chip1
SNP_A-1682848	18757436	0.994	chip2
SNP_A-1720221	18757670	0.5682	chip2
SNP_A-1652867	18787997	1.0593	chip1
SNP_A-1758359	18801580	0.7986	chip2
SNP_A-1645704	18867056	1.0743	chip2
SNP_A-1729088	18988572	1.0341	chip1
SNP_A-1655055	19029353	0.4244	chip2
SNP_A-1719642	19156452	0.5606	chip1
SNP_A-1650893	19211924	1.9032	chip1
SNP_A-1659471	19338020	0.9876	chip1
SNP_A-1671638	19439404	1.3043	chip2
SNP_A-1752563	19491977	1.257	chip2
SNP_A-1739301	19492120	0.8144	chip2
SNP_A-1751860	19526985	0.7609	chip1
SNP_A-1755284	19528197	0.6049	chip2
SNP_A-1667208	19586150	0.9711	chip2
SNP_A-1670890	19682018	1.3576	chip2
SNP_A-1752937	19682332	0.7244	chip2
SNP_A-1668134	19727582	1.4892	chip2
SNP_A-1666481	19818058	0.9492	chip1
SNP_A-1710158	19840037	1.3384	chip1
SNP_A-1673768	19841224	0.7317	chip2
SNP_A-1716876	19870553	0.6312	chip1
SNP_A-1666710	19902618	1.712	chip2
SNP_A-1713654	19902834	0.7187	chip2
SNP_A-1691004	19941086	0.896	chip2
SNP_A-1719393	19941198	1.1764	chip2
SNP_A-1747363	19941402	0.7408	chip2
SNP_A-1700520	19941583	0.7389	chip2
SNP_A-1689068	19941613	2.041	chip2
SNP_A-1658749	19960640	1.0539	chip1
SNP_A-1671648	19965163	1.3423	chip2
SNP_A-1746086	19965211	1.2615	chip2
SNP_A-1716396	20113804	1	chip1
SNP_A-1727513	20130683	0.6134	chip2
SNP_A-1757704	20146134	0.7839	chip1
SNP_A-1655035	20159267	1.0371	chip2
SNP_A-1720215	20164227	0.8571	chip2
SNP_A-1651143	20227785	1.5574	chip1
SNP_A-1654150	20252586	0.5794	chip1
SNP_A-1654444	20254650	0.9722	chip1
SNP_A-1654560	20254855	0.6341	chip1
SNP_A-1701434	20316920	0.7436	chip1
SNP_A-1701564	20318271	0.6602	chip1
SNP_A-1670532	20415666	1.1977	chip2
SNP_A-1648289	20433072	1.1179	chip1
SNP_A-1686943	20445317	0.8532	chip1
SNP_A-1736759	20468202	0.9924	chip2
SNP_A-1695658	20476617	0.9578	chip1
SNP_A-1738028	20681646	1.1423	chip2
SNP_A-1739591	20685356	0.9198	chip2
SNP_A-1652095	20780059	0.6274	chip1
SNP_A-1701116	20816085	0.7583	chip1
SNP_A-1670305	20829457	1.8759	chip2
SNP_A-1706320	20834207	1	chip1
SNP_A-1709540	20856918	0.9505	chip1
SNP_A-1642065	20860207	1.5461	chip2
SNP_A-1732918	20860773	1.503	chip2
SNP_A-1711727	20888467	1.7942	chip1
SNP_A-1654871	20909562	1	chip2
SNP_A-1649729	20965072	0.7027	chip1
SNP_A-1750791	20967112	1.362	chip2
SNP_A-1702603	20983659	1.6961	chip2
SNP_A-1751145	21000478	1	chip2
SNP_A-1688402	21000655	1	chip2
SNP_A-1736041	21000976	0.7417	chip2
SNP_A-1700423	21029160	0.6798	chip1
SNP_A-1692924	21033042	0.9292	chip2
SNP_A-1746944	21077186	1.1359	chip1
SNP_A-1754265	21117062	1	chip1
SNP_A-1742632	21229539	0.6424	chip1
SNP_A-1742127	21322771	1.9591	chip2
SNP_A-1642893	21323658	0.6807	chip2
SNP_A-1711039	21348233	1	chip1
SNP_A-1676384	21358571	0.8153	chip2
SNP_A-1702387	21366943	0.5966	chip2
SNP_A-1655927	21367240	0.9901	chip2
SNP_A-1710279	21369401	1.3317	chip2
SNP_A-1645683	21374288	1.001	chip1
SNP_A-1648865	21382460	1.2623	chip1
SNP_A-1711582	21390329	1.129	chip2
SNP_A-1654236	21397657	0.7635	chip1
SNP_A-1706744	21431608	0.8885	chip1
SNP_A-1642989	21437167	1.2248	chip2
SNP_A-1723018	21437544	1.3939	chip2
SNP_A-1712108	21452991	0.7919	chip1
SNP_A-1749840	21453778	1.23	chip1
SNP_A-1689484	21502368	1.2083	chip2
SNP_A-1750607	21503556	0.9639	chip2
SNP_A-1652980	21503580	0.5785	chip2
SNP_A-1740477	21503795	1.2343	chip2
SNP_A-1646659	21507061	0.983	chip1
SNP_A-1646771	21507435	0.722	chip1
SNP_A-1646897	21507538	1	chip1
SNP_A-1647037	21507597	0.7477	chip1
SNP_A-1729572	21532836	0.6461	chip2
SNP_A-1650365	21544474	1	chip1
SNP_A-1650467	21545183	0.8272	chip1
SNP_A-1650573	21545376	1.2087	chip1
SNP_A-1688403	21545926	1.7939	chip1
SNP_A-1688529	21546211	1.0739	chip1
SNP_A-1690902	21546635	0.7257	chip2
SNP_A-1693889	21547069	0.9594	chip2
SNP_A-1681074	21547219	0.6895	chip2
SNP_A-1744125	21547489	1	chip2
SNP_A-1690230	21548179	1.4875	chip1
SNP_A-1690340	21548512	1.4441	chip1
SNP_A-1690506	21549975	1.0332	chip1
SNP_A-1690620	21550247	0.9711	chip1
SNP_A-1690847	21551199	1.5422	chip1
SNP_A-1699792	21601530	1.0103	chip1
SNP_A-1704745	21643202	0.8341	chip2
SNP_A-1749830	21666194	1.7376	chip1
SNP_A-1755567	21686029	1	chip1
SNP_A-1756948	21686864	1.5281	chip1
SNP_A-1692972	21714078	0.7411	chip2
SNP_A-1664742	21722774	0.8731	chip2
SNP_A-1754470	21723569	2.6013	chip2
SNP_A-1685362	21747324	1.4365	chip2
SNP_A-1735387	21754983	1.7432	chip1
SNP_A-1735521	21755026	1.2789	chip1
SNP_A-1757471	21759921	1.6017	chip2
SNP_A-1645792	21780457	0.7863	chip2
SNP_A-1740305	21780871	0.8495	chip2
SNP_A-1753611	21780939	0.4589	chip2
SNP_A-1665832	21792544	1	chip2
SNP_A-1678881	21842870	1	chip1
SNP_A-1680203	21843286	1	chip1
SNP_A-1740843	21875373	1	chip2
SNP_A-1664008	21888677	2.1286	chip2
SNP_A-1681318	21888965	1	chip2
SNP_A-1700368	21894106	1	chip2
SNP_A-1659408	21900714	1.3897	chip2
SNP_A-1725682	21910480	2.0416	chip2
SNP_A-1757582	21917858	1.33	chip1
SNP_A-1727270	21919819	1.0001	chip2
SNP_A-1736201	21937928	0.949	chip2
SNP_A-1714691	21959547	0.8559	chip2
SNP_A-1684842	21959906	0.7523	chip2
SNP_A-1670506	21961711	1	chip2
SNP_A-1704020	22013370	1.4124	chip1
SNP_A-1649008	22067611	1	chip2
SNP_A-1706823	22068374	0.9299	chip2
SNP_A-1752884	22074603	1.245	chip1
SNP_A-1644271	22116253	1.281	chip1
SNP_A-1689397	22129876	1.4228	chip1
SNP_A-1696385	22169909	1.721	chip1
SNP_A-1696509	22170145	0.5462	chip1
SNP_A-1696691	22172275	1	chip1
SNP_A-1696809	22172512	0.8819	chip1
SNP_A-1698200	22173087	1.211	chip1
SNP_A-1698764	22177254	0.9329	chip1
SNP_A-1659570	22234562	1.6473	chip2
SNP_A-1670964	22236254	1.5591	chip2
SNP_A-1646792	22239005	0.8287	chip2
SNP_A-1736499	22239126	0.6415	chip2
SNP_A-1694151	22239615	0.8534	chip2
SNP_A-1652678	22245061	1.1819	chip2
SNP_A-1678501	22261139	1.7369	chip1
SNP_A-1678615	22261406	1.4656	chip1
SNP_A-1679975	22262388	2.262	chip1
SNP_A-1680441	22266506	1.3694	chip1
SNP_A-1732643	22333062	1	chip1
SNP_A-1728943	22392842	0.5152	chip2
SNP_A-1733836	22392842	0.5284	chip2
SNP_A-1658022	22462568	0.9493	chip2
SNP_A-1733573	22465326	1	chip1
SNP_A-1738722	22474846	1	chip1
SNP_A-1738894	22475325	0.9345	chip1
SNP_A-1738747	22477883	0.6004	chip2
SNP_A-1665678	22477972	1.1006	chip2
SNP_A-1663806	22478020	1.2559	chip2
SNP_A-1683326	22502147	1.6516	chip2
SNP_A-1656907	22502166	0.824	chip2
SNP_A-1674966	22518343	0.9279	chip1
SNP_A-1703142	22581411	1	chip1
SNP_A-1705200	22586635	0.7382	chip1
SNP_A-1718853	22601270	1	chip2
SNP_A-1690015	22601554	1.0744	chip2
SNP_A-1731739	22601577	0.7171	chip2
SNP_A-1661744	22615611	0.7479	chip2
SNP_A-1719037	22615653	1.2146	chip2
SNP_A-1749271	22616580	1.9494	chip2
SNP_A-1684122	22616744	1	chip2
SNP_A-1702415	22630199	0.8701	chip2
SNP_A-1684911	22653127	0.7358	chip1
SNP_A-1685183	22653788	1.7784	chip1
SNP_A-1685333	22653892	1.1879	chip1
SNP_A-1678046	22656135	0.6028	chip2
SNP_A-1682294	22656237	1.074	chip2
SNP_A-1642891	22666214	0.7727	chip2
SNP_A-1758976	22667670	1.2235	chip2
SNP_A-1657445	22669196	1.5521	chip2
SNP_A-1741068	22680342	1.4806	chip1
SNP_A-1689821	22711850	0.6999	chip2
SNP_A-1715621	22793598	0.7583	chip2
SNP_A-1669129	22815281	1	chip2
SNP_A-1674460	22828245	1	chip1
SNP_A-1660189	22830133	1	chip2
SNP_A-1723721	22894765	0.3957	chip1
SNP_A-1737704	22963424	0.7417	chip1
SNP_A-1737827	22963766	1	chip1
SNP_A-1737941	22963812	0.7795	chip1
SNP_A-1665814	22985571	1	chip2
SNP_A-1663275	22990744	0.6415	chip1
SNP_A-1663395	22991113	1	chip1
SNP_A-1666793	23013747	0.9415	chip1
SNP_A-1666885	23014122	1.4076	chip1
SNP_A-1728190	23166221	0.7535	chip1
SNP_A-1757706	23216963	1.068	chip1
SNP_A-1641816	23217296	1.2087	chip1
SNP_A-1657225	23267787	1.1763	chip2
SNP_A-1706649	23294149	1.3456	chip2
SNP_A-1681684	23315335	0.6864	chip2
SNP_A-1702916	23315389	1.0683	chip1
SNP_A-1685860	23389883	0.7872	chip2
SNP_A-1694952	23428895	0.8996	chip1
SNP_A-1698212	23433988	0.967	chip1
SNP_A-1698360	23434660	1.8176	chip1
SNP_A-1673758	23469222	0.8974	chip2
SNP_A-1748924	23487379	0.9355	chip1
SNP_A-1675256	23503800	0.9328	chip1
SNP_A-1738835	23547781	0.8837	chip2
SNP_A-1678552	23550886	0.698	chip2
SNP_A-1710638	23582163	1.3039	chip2
SNP_A-1650618	23584133	0.6765	chip2
SNP_A-1732133	23584841	0.7712	chip2
SNP_A-1668828	23590835	0.8602	chip1
SNP_A-1668964	23590957	1.3605	chip1
SNP_A-1670607	23593475	2.15	chip1
SNP_A-1652778	23598616	1.043	chip2
SNP_A-1681363	23619774	2.034	chip1
SNP_A-1682669	23620293	0.469	chip1
SNP_A-1664568	23639119	0.6767	chip2
SNP_A-1725383	23655163	1.5991	chip1
SNP_A-1725491	23655444	0.872	chip1
SNP_A-1718297	23657688	1.5332	chip2
SNP_A-1730235	23666103	0.7352	chip1
SNP_A-1730384	23666645	0.8715	chip1
SNP_A-1730490	23667068	1.6561	chip1
SNP_A-1730600	23667182	1.3597	chip1
SNP_A-1651342	23669101	0.6305	chip2
SNP_A-1667412	23669164	1.9017	chip2
SNP_A-1660249	23669361	0.5835	chip2
SNP_A-1707087	23669885	2.0359	chip2
SNP_A-1726694	23692219	1.2702	chip2
SNP_A-1733758	23692329	1.2494	chip2
SNP_A-1668453	23695913	1.1906	chip1
SNP_A-1758134	23777877	1.3754	chip2
SNP_A-1693604	23903446	1.786	chip1
SNP_A-1696512	23907485	0.9222	chip2
SNP_A-1737504	23918782	1.2733	chip1
SNP_A-1737594	23918863	0.8938	chip1
SNP_A-1745741	23933239	1.9957	chip1
SNP_A-1745837	23933607	1.1088	chip1
SNP_A-1677211	23966808	0.9136	chip1
SNP_A-1684103	23996413	0.5076	chip1
SNP_A-1660869	24008514	0.486	chip2
SNP_A-1709617	24087210	1.4864	chip2
SNP_A-1652230	24139724	1	chip2
SNP_A-1684192	24143752	1	chip2
SNP_A-1720398	24162037	0.8851	chip1
SNP_A-1729076	24173978	0.6197	chip1
SNP_A-1671506	24183768	1.262	chip2
SNP_A-1684150	24183914	0.8063	chip2
SNP_A-1645584	24184564	1	chip2
SNP_A-1723012	24185174	1.7236	chip2
SNP_A-1702949	24185214	0.7499	chip2
SNP_A-1656737	24326365	1.4444	chip2
SNP_A-1680155	24425134	1.0865	chip1
SNP_A-1734623	24471308	0.5744	chip1
SNP_A-1681548	24517730	1	chip2
SNP_A-1671166	24517821	1.6604	chip2
SNP_A-1733982	24518426	0.4964	chip2
SNP_A-1680592	24591092	0.9135	chip2
SNP_A-1671804	24611268	1	chip2
SNP_A-1675690	24623069	0.7642	chip2
SNP_A-1723177	24623732	1.2014	chip1
SNP_A-1642505	24640889	0.7559	chip2
SNP_A-1703589	24661155	1	chip2
SNP_A-1662471	24708823	1.0651	chip1
SNP_A-1705929	24856415	0.9557	chip2
SNP_A-1722025	24880888	1.3557	chip1
SNP_A-1704543	24890655	1.1511	chip2
SNP_A-1758321	24890999	0.9548	chip2
SNP_A-1648656	24891240	0.9645	chip2
SNP_A-1688582	24915374	1.5439	chip2
SNP_A-1660232	24933618	0.8033	chip1
SNP_A-1668545	25006400	0.54	chip1
SNP_A-1668653	25006557	1.2623	chip1
SNP_A-1714043	25045654	0.5963	chip1
SNP_A-1714331	25057067	2.0896	chip1
SNP_A-1714462	25057146	0.6804	chip1
SNP_A-1715906	25097181	0.7326	chip1
SNP_A-1716176	25124174	0.9477	chip1
SNP_A-1747613	25129946	0.9939	chip2
SNP_A-1642697	25130310	0.9922	chip2
SNP_A-1751143	25152210	1.1711	chip2
SNP_A-1726514	25152841	1.1559	chip2
SNP_A-1679612	25162247	0.7918	chip2
SNP_A-1738903	25164878	0.966	chip2
SNP_A-1645434	25166265	1.2499	chip2
SNP_A-1671868	25179281	0.8252	chip2
SNP_A-1737075	25189745	0.5114	chip2
SNP_A-1682233	25223162	0.7226	chip1
SNP_A-1687731	25245404	0.9155	chip1
SNP_A-1725528	25248071	1.1172	chip2
SNP_A-1721593	25408069	0.7939	chip1
SNP_A-1721743	25408567	0.5965	chip1
SNP_A-1717607	25421683	1.6201	chip2
SNP_A-1728862	25423464	1.2513	chip1
SNP_A-1729046	25424167	0.4956	chip1
SNP_A-1729157	25424312	1.0157	chip1
SNP_A-1665175	25502482	1.5289	chip1
SNP_A-1670266	25513452	1.0169	chip1
SNP_A-1670433	25513516	1.3533	chip1
SNP_A-1671789	25513614	0.8883	chip1
SNP_A-1671907	25513714	1.8813	chip1
SNP_A-1672091	25514144	0.5488	chip1
SNP_A-1672199	25514294	0.9221	chip1
SNP_A-1672305	25514333	1.193	chip1
SNP_A-1672429	25514592	0.5625	chip1
SNP_A-1674324	25516922	0.5377	chip1
SNP_A-1726993	25564064	1.4994	chip1
SNP_A-1656064	25586388	0.8114	chip1
SNP_A-1659195	25597820	1.2938	chip1
SNP_A-1659447	25598284	1.8898	chip1
SNP_A-1688376	25659382	1.2087	chip2
SNP_A-1677062	25660100	1	chip2
SNP_A-1642868	25679528	0.9502	chip1
SNP_A-1643024	25680887	1	chip1
SNP_A-1644349	25681070	1.7198	chip1
SNP_A-1644589	25681239	1	chip1
SNP_A-1680364	25682851	1.2233	chip2
SNP_A-1695575	25682990	0.546	chip2
SNP_A-1646753	25688174	0.575	chip1
SNP_A-1704331	25692685	0.8322	chip2
SNP_A-1651987	25700935	0.6964	chip1
SNP_A-1655474	25709758	1	chip1
SNP_A-1657368	25714934	1.0068	chip1
SNP_A-1658865	25715813	1.2555	chip1
SNP_A-1676112	25737863	1.8083	chip2
SNP_A-1730308	25738447	1.2233	chip2
SNP_A-1712991	25738848	0.8108	chip2
SNP_A-1688978	25739065	0.987	chip2
SNP_A-1667722	25740207	1.0129	chip2
SNP_A-1702901	25740230	1	chip2
SNP_A-1705880	25751219	1.1848	chip1
SNP_A-1643926	25762884	1.9609	chip2
SNP_A-1699897	25768755	1.228	chip2
SNP_A-1711573	25779949	1.8041	chip1
SNP_A-1650350	25798920	0.701	chip2
SNP_A-1654781	25800132	0.5423	chip2
SNP_A-1690221	25812728	1.5337	chip2
SNP_A-1705397	25828554	1.4568	chip2
SNP_A-1684934	25847576	1.3446	chip2
SNP_A-1663499	25861698	0.6854	chip1
SNP_A-1715967	25878590	1.4123	chip2
SNP_A-1657596	25903578	0.7669	chip2
SNP_A-1706931	25903691	1.9461	chip2
SNP_A-1704433	25903771	1.0104	chip2
SNP_A-1744321	25935304	0.7401	chip2
SNP_A-1681112	25935825	0.8509	chip2
SNP_A-1697837	25936321	1.0074	chip2
SNP_A-1655914	25976719	0.743	chip1
SNP_A-1677706	25996175	1.0868	chip2
SNP_A-1694645	26001257	1.8692	chip2
SNP_A-1701459	26015959	0.918	chip2
SNP_A-1740389	26016279	1.8571	chip2
SNP_A-1711391	26022201	0.6659	chip1
SNP_A-1720720	26058941	0.5275	chip1
SNP_A-1694631	26097422	0.8216	chip2
SNP_A-1743085	26159373	1	chip2
SNP_A-1669385	26187922	1.4125	chip2
SNP_A-1683902	26188493	0.6939	chip2
SNP_A-1696814	26188986	1	chip2
SNP_A-1757776	26221607	1	chip1
SNP_A-1695402	26301324	0.8327	chip1
SNP_A-1751700	26356308	2.0551	chip1
SNP_A-1753538	26368430	0.8369	chip1
SNP_A-1647977	26387315	1.1356	chip1
SNP_A-1667489	26420676	0.7926	chip1
