Probe_Set	Phy_position	CPA	chiptype
SNP_A-1691210	341341	0.9288	chip2
SNP_A-1657667	1888178	0.8636	chip1
SNP_A-1715362	2071154	1	chip1
SNP_A-1705593	2190966	1.4217	chip2
SNP_A-1701380	2705548	1.1694	chip1
SNP_A-1702852	2705840	1.2095	chip1
SNP_A-1721414	3540074	1	chip1
SNP_A-1676844	4091563	0.4508	chip2
SNP_A-1757880	4092209	0.8824	chip2
SNP_A-1720032	4367411	1.4464	chip1
SNP_A-1727605	4990135	1	chip2
SNP_A-1690484	5186958	1.0129	chip1
SNP_A-1690608	5187166	1	chip1
SNP_A-1697936	5259347	2.2194	chip1
SNP_A-1758880	5374643	0.9913	chip2
SNP_A-1725387	5560257	1.0682	chip1
SNP_A-1727534	5576802	1.349	chip1
SNP_A-1652775	5622821	1.0385	chip1
SNP_A-1752051	5913530	1.5153	chip2
SNP_A-1727040	6010840	0.7526	chip2
SNP_A-1662532	6109492	0.8034	chip2
SNP_A-1749438	6189414	1.0601	chip1
SNP_A-1745101	6503386	3.1381	chip2
SNP_A-1679968	6633953	1.0812	chip2
SNP_A-1676578	6635197	1.1181	chip2
SNP_A-1712387	6636304	0.7225	chip2
SNP_A-1723549	6693864	1.5533	chip1
SNP_A-1729226	6779040	0.6478	chip2
SNP_A-1647978	6859557	2.1714	chip2
SNP_A-1642547	6909134	0.9947	chip2
SNP_A-1653105	6912182	0.6761	chip1
SNP_A-1692021	7133963	0.7961	chip1
SNP_A-1743419	7403288	2.3882	chip2
SNP_A-1695988	7687435	1.2721	chip1
SNP_A-1719545	8214446	0.8452	chip2
SNP_A-1687507	8782486	0.503	chip1
SNP_A-1753028	9240628	0.897	chip1
SNP_A-1644359	9335633	0.564	chip1
SNP_A-1683967	9349461	1.4144	chip1
SNP_A-1689656	9369228	1.3017	chip1
SNP_A-1742917	9464695	1.0796	chip2
SNP_A-1678216	9464751	0.7024	chip2
SNP_A-1741797	9660655	0.9456	chip2
SNP_A-1643383	9661290	1	chip2
SNP_A-1750892	9666692	1.2684	chip1
SNP_A-1669127	11088554	1.2214	chip2
SNP_A-1744043	11088602	1	chip2
SNP_A-1684761	11295505	0.9388	chip1
SNP_A-1679808	11658252	0.7064	chip2
SNP_A-1730831	11658308	1.607	chip2
SNP_A-1731584	11730080	1.0392	chip1
SNP_A-1662079	11769397	1.1379	chip1
SNP_A-1733247	12158369	0.6003	chip1
SNP_A-1743078	12322072	0.7728	chip1
SNP_A-1716183	13425865	1.6671	chip2
SNP_A-1655367	13445855	1.8585	chip2
SNP_A-1671617	14490150	1.596	chip1
SNP_A-1673235	14510264	1.2017	chip1
SNP_A-1738114	14603924	1.1908	chip2
SNP_A-1648830	14604003	1.0622	chip2
SNP_A-1664712	14604245	0.7141	chip2
SNP_A-1704341	14801001	0.7898	chip2
SNP_A-1695541	14886268	1.3502	chip2
SNP_A-1652199	14900519	1.5176	chip1
SNP_A-1652323	14900616	1.116	chip1
SNP_A-1683610	15020981	1.0791	chip2
SNP_A-1679762	15035585	0.9527	chip2
SNP_A-1656048	15579349	1.5232	chip1
SNP_A-1666083	15604035	0.9194	chip1
SNP_A-1750747	15627419	0.7279	chip2
SNP_A-1718899	15627470	0.8763	chip2
SNP_A-1690537	15685071	1.1521	chip2
SNP_A-1655162	15712143	1.1567	chip1
SNP_A-1655272	15712229	1.3298	chip1
SNP_A-1655388	15712261	1.252	chip1
SNP_A-1738142	15720629	0.8341	chip2
SNP_A-1706177	15720712	0.7195	chip2
SNP_A-1707107	15771308	1.4704	chip2
SNP_A-1680722	15858564	0.8561	chip2
SNP_A-1743997	15883000	0.8091	chip2
SNP_A-1738306	15912902	0.8508	chip2
SNP_A-1751538	15919348	0.9504	chip1
SNP_A-1751724	15919803	1.0741	chip1
SNP_A-1691657	16012223	1.934	chip1
SNP_A-1652402	16194998	0.793	chip2
SNP_A-1666632	16213403	1.3018	chip2
SNP_A-1706811	16317260	0.9039	chip2
SNP_A-1723600	16332871	0.609	chip2
SNP_A-1723935	16371279	1.1269	chip1
SNP_A-1730892	16436298	1	chip1
SNP_A-1670724	16452464	1.6572	chip2
SNP_A-1737347	16473011	0.7167	chip2
SNP_A-1666484	16489850	1.5724	chip2
SNP_A-1674108	16560813	0.9314	chip2
SNP_A-1685754	16561051	1.1525	chip2
SNP_A-1720055	17528970	1	chip2
SNP_A-1666594	17725452	1.7722	chip2
SNP_A-1719780	18643377	1.006	chip1
SNP_A-1752909	19380568	0.6533	chip2
SNP_A-1683302	19428248	1.1903	chip2
SNP_A-1748399	19584215	0.5792	chip2
SNP_A-1645327	19682367	1	chip1
SNP_A-1685813	19987398	1.1413	chip1
SNP_A-1663486	20070589	1.4773	chip2
SNP_A-1669441	20152263	1.1586	chip2
SNP_A-1647219	20195097	1.4944	chip1
