Probe_Set	Phy_position	CPA	chiptype
SNP_A-1704072	53452	2.4492	chip1
SNP_A-1704182	53495	1.7846	chip1
SNP_A-1728897	100819	1.3722	chip2
SNP_A-1753204	107241	0.8891	chip1
SNP_A-1753456	108913	0.7712	chip1
SNP_A-1656964	128903	0.8	chip1
SNP_A-1672296	157739	1.2138	chip2
SNP_A-1720677	160576	0.589	chip2
SNP_A-1643734	160616	0.8265	chip2
SNP_A-1668864	166395	1.3817	chip1
SNP_A-1683734	189678	2.0075	chip2
SNP_A-1711368	229416	0.9057	chip2
SNP_A-1683382	229597	1.0767	chip2
SNP_A-1705253	230630	0.7855	chip2
SNP_A-1687456	266942	1.4197	chip2
SNP_A-1654446	444860	0.9595	chip1
SNP_A-1659331	470776	1.0386	chip1
SNP_A-1710204	564307	0.4103	chip1
SNP_A-1716936	588782	1	chip1
SNP_A-1695376	672363	1.9797	chip1
SNP_A-1705812	1364596	0.9776	chip1
SNP_A-1723914	1410597	0.6411	chip2
SNP_A-1642222	1421104	1.3109	chip1
SNP_A-1708164	1436005	1.1438	chip2
SNP_A-1643740	1437008	1.1568	chip2
SNP_A-1689267	1469842	1.4824	chip1
SNP_A-1692426	1675023	0.7808	chip2
SNP_A-1727216	1733939	1.0168	chip2
SNP_A-1731057	1752495	0.6815	chip2
SNP_A-1664618	1767854	1.1295	chip2
SNP_A-1709156	1892286	1	chip1
SNP_A-1698626	1961809	1.3595	chip1
SNP_A-1693895	1972031	0.9427	chip2
SNP_A-1647926	1973066	1.3257	chip2
SNP_A-1653637	2008538	1.3293	chip1
SNP_A-1746158	2175002	2.1198	chip2
SNP_A-1737717	2177759	1.1594	chip1
SNP_A-1690447	2195375	0.9602	chip2
SNP_A-1734599	2198219	0.9375	chip1
SNP_A-1650282	2210892	1	chip2
SNP_A-1738054	2210934	1.19	chip2
SNP_A-1699217	2211750	1	chip2
SNP_A-1681583	2262942	0.521	chip1
SNP_A-1680295	2263090	1	chip1
SNP_A-1680113	2263310	1	chip1
SNP_A-1680001	2263649	1.6127	chip1
SNP_A-1652858	2319655	1	chip2
SNP_A-1673182	2349365	1.0725	chip2
