Probe_Set	Phy_position	CPA	chiptype
SNP_A-1677174	836727	1.4727	chip2
SNP_A-1718890	2224111	0.8455	chip1
SNP_A-1678466	2915399	0.6949	chip2
SNP_A-1676440	2926730	1.618	chip2
SNP_A-1662392	2941104	0.8104	chip2
SNP_A-1685736	2941694	1.1636	chip2
SNP_A-1681384	2963436	1	chip2
SNP_A-1668776	3084986	1.5634	chip1
SNP_A-1642581	3116997	1.2885	chip2
SNP_A-1669029	3127559	1.139	chip2
SNP_A-1723597	3155127	1	chip1
SNP_A-1718237	3178003	0.7818	chip2
SNP_A-1748467	3178365	0.8636	chip2
SNP_A-1728870	3187607	1	chip1
SNP_A-1669946	3292731	0.7736	chip1
SNP_A-1708099	3294196	1.2745	chip1
SNP_A-1716798	3329199	0.7541	chip1
SNP_A-1701872	3535472	1	chip1
SNP_A-1705537	3671541	1	chip2
SNP_A-1683756	3671691	0.8468	chip2
SNP_A-1697748	3710825	0.9448	chip1
SNP_A-1699138	3711178	0.6562	chip1
SNP_A-1696782	3754076	0.5663	chip2
SNP_A-1750020	3755284	0.782	chip1
SNP_A-1673422	3797248	0.9784	chip2
SNP_A-1670878	3966540	0.7084	chip2
SNP_A-1743511	3966641	0.8971	chip2
SNP_A-1646481	4071646	0.6768	chip1
SNP_A-1736635	4073701	1.3102	chip2
SNP_A-1666738	4215064	1.2198	chip2
SNP_A-1721407	4242464	1.199	chip2
SNP_A-1686722	4276892	1.0229	chip2
SNP_A-1701882	4377771	0.5963	chip1
SNP_A-1701982	4377899	0.8224	chip1
SNP_A-1705703	4421596	1.3123	chip2
SNP_A-1737197	4459761	1.1254	chip2
SNP_A-1754224	4482059	0.6095	chip2
SNP_A-1749896	4486466	1.8449	chip1
SNP_A-1750090	4487037	1	chip1
SNP_A-1642231	4543548	0.6665	chip2
SNP_A-1714480	4551865	1.484	chip1
SNP_A-1712765	4573797	1	chip2
SNP_A-1710770	4656136	1.5215	chip2
SNP_A-1649717	4778731	2.2495	chip1
SNP_A-1684884	4833095	0.6038	chip2
SNP_A-1658786	4833355	1	chip2
SNP_A-1688090	4833927	1.2344	chip2
SNP_A-1703834	4863865	1.1098	chip1
SNP_A-1695724	4990575	1	chip1
SNP_A-1645394	4993601	1.5269	chip2
SNP_A-1693756	5024719	0.6243	chip1
SNP_A-1680604	5034491	0.626	chip2
SNP_A-1690704	5055169	1.6791	chip1
SNP_A-1665024	5083785	0.8325	chip2
SNP_A-1743269	5092886	0.8553	chip2
SNP_A-1703367	5092976	1.2144	chip2
SNP_A-1722718	5095231	1.4236	chip2
SNP_A-1677514	5133144	1.463	chip2
SNP_A-1747841	5133663	1	chip2
SNP_A-1737335	5133851	1.2488	chip2
SNP_A-1755813	5137472	1	chip1
SNP_A-1670902	5146942	1.4138	chip2
SNP_A-1734642	5147215	1.6274	chip2
SNP_A-1747364	5153405	0.9047	chip1
SNP_A-1747266	5153524	0.754	chip1
SNP_A-1747118	5153778	1	chip1
SNP_A-1745353	5158014	0.703	chip1
