Probe_Set	Phy_position	CPA	chiptype
SNP_A-1699137	205160	1.4035	chip2
SNP_A-1670051	925718	0.9549	chip2
SNP_A-1741112	927372	1.5658	chip1
SNP_A-1675615	985385	0.5173	chip1
SNP_A-1675817	985839	1.8355	chip1
SNP_A-1642177	1543577	1.3626	chip2
SNP_A-1707139	1844240	0.8343	chip2
SNP_A-1661709	1847559	0.8886	chip1
SNP_A-1676421	2681813	1.0366	chip1
SNP_A-1706415	2747264	0.5949	chip2
SNP_A-1714070	2887015	1.0282	chip2
SNP_A-1659615	2903262	1.6881	chip1
SNP_A-1659719	2903318	1.6754	chip1
SNP_A-1659905	2903811	0.8344	chip1
SNP_A-1702141	3165870	1	chip2
SNP_A-1755880	3166870	1.1573	chip2
SNP_A-1732380	3214858	1.0193	chip1
SNP_A-1734181	3222469	0.8785	chip1
SNP_A-1742766	3256608	0.6945	chip1
SNP_A-1742860	3257037	1	chip1
SNP_A-1666748	3331087	1.0121	chip2
SNP_A-1715677	3332054	1.0019	chip2
SNP_A-1684265	3365326	0.6167	chip1
SNP_A-1714102	3395080	0.9218	chip2
SNP_A-1743637	3395248	1.5383	chip2
SNP_A-1673328	3560928	1	chip2
SNP_A-1724113	3580275	0.693	chip1
SNP_A-1663485	3735293	1.1494	chip1
SNP_A-1712432	3796446	1.1525	chip1
SNP_A-1719488	3864938	1	chip1
SNP_A-1662012	3997134	1.5872	chip2
SNP_A-1644025	4094852	1.2845	chip1
SNP_A-1665315	4138046	0.805	chip1
SNP_A-1669036	4155013	1.7501	chip1
SNP_A-1727473	4160265	1.1503	chip2
SNP_A-1719867	4223830	1.3535	chip2
SNP_A-1660475	4488993	0.8609	chip2
SNP_A-1743355	4489227	1.1732	chip2
SNP_A-1681120	4491506	1.4989	chip2
SNP_A-1751177	4493193	1.3117	chip2
SNP_A-1714994	4498616	0.6417	chip1
SNP_A-1700518	4858327	1.1419	chip2
SNP_A-1692028	4858366	1.5832	chip2
SNP_A-1677676	4859254	0.7766	chip2
SNP_A-1647539	5263898	0.9575	chip1
SNP_A-1705635	5301884	0.8966	chip2
SNP_A-1758300	5305421	1.3358	chip2
SNP_A-1656915	5305647	0.5862	chip2
SNP_A-1708489	5331541	1.9239	chip1
SNP_A-1646799	5427620	1.2346	chip1
SNP_A-1647706	5435969	0.9162	chip2
SNP_A-1693199	5486780	0.6469	chip1
SNP_A-1713398	5488619	1.145	chip2
SNP_A-1687704	5514273	1	chip2
SNP_A-1758966	5577100	1.4507	chip2
SNP_A-1744063	5627504	1	chip2
SNP_A-1679624	5628146	2.3352	chip2
SNP_A-1716233	5628376	0.7787	chip2
SNP_A-1690095	5688792	0.9588	chip2
SNP_A-1683951	5747582	0.7861	chip1
SNP_A-1684049	5747879	1	chip1
SNP_A-1750945	5771031	1.1505	chip2
SNP_A-1696616	5771292	1.9787	chip2
SNP_A-1736602	5796152	1.0902	chip1
SNP_A-1747479	5810607	1.1252	chip2
SNP_A-1667263	5830572	0.8694	chip1
SNP_A-1667577	5834783	1.3545	chip1
SNP_A-1644504	5850764	1.2955	chip2
SNP_A-1713528	5851288	0.6721	chip2
SNP_A-1650398	5867236	1	chip2
SNP_A-1758816	5867583	1	chip2
SNP_A-1743981	5926666	0.7912	chip2
SNP_A-1711090	5926704	1	chip2
SNP_A-1650708	5926936	1.3808	chip2
SNP_A-1656239	5927352	1.0123	chip2
SNP_A-1747401	5991144	1	chip2
SNP_A-1695123	6002554	0.6369	chip2
SNP_A-1718896	6003442	2.1601	chip1
SNP_A-1687828	6046869	1.1998	chip2
SNP_A-1654667	6050548	1.0954	chip2
SNP_A-1731385	6050692	1.4291	chip2
SNP_A-1651650	6051074	1.0935	chip2
SNP_A-1718685	6103801	0.9026	chip2
SNP_A-1753983	6104479	1.0295	chip2
SNP_A-1642132	6121016	1.0021	chip1
SNP_A-1642254	6121345	1.5702	chip1
SNP_A-1643546	6121808	0.6282	chip1
SNP_A-1643671	6121852	1.0489	chip1
SNP_A-1654394	6160217	0.8694	chip1
SNP_A-1666816	6162708	0.439	chip2
SNP_A-1656180	6165652	1.3091	chip1
SNP_A-1718337	6167471	1	chip2
SNP_A-1709235	6181184	0.8193	chip2
SNP_A-1648842	6195417	2.0907	chip2
SNP_A-1696940	6214615	0.5984	chip2
SNP_A-1686085	6237506	1.3539	chip1
