Probe_Set	Phy_position	CPA	chiptype
SNP_A-1695182	103115	1.1436	chip1
SNP_A-1742478	357927	1.2813	chip1
SNP_A-1743918	374533	1	chip1
SNP_A-1682642	398952	1.381	chip2
SNP_A-1749630	459347	1.1436	chip1
SNP_A-1684301	753229	1.7126	chip1
SNP_A-1733467	932190	1.13	chip1
SNP_A-1733341	932439	1	chip1
SNP_A-1723603	1035323	1.5985	chip1
SNP_A-1734193	1137333	0.9709	chip1
SNP_A-1715313	1702532	1.3497	chip2
SNP_A-1739136	1917122	0.5318	chip1
SNP_A-1677163	2130692	1.9206	chip1
SNP_A-1753339	2145824	1.3305	chip2
SNP_A-1641783	2146252	0.7431	chip2
SNP_A-1722492	2146683	1.1045	chip2
SNP_A-1713504	2359598	0.9868	chip2
SNP_A-1686384	2359856	1.3978	chip2
SNP_A-1744437	2468915	1.2522	chip2
SNP_A-1647012	2481814	1.7511	chip2
SNP_A-1666450	2482261	1.0987	chip2
SNP_A-1664272	2541494	0.5797	chip2
SNP_A-1694689	2541584	1.1972	chip2
SNP_A-1741613	2542077	1	chip2
SNP_A-1715701	2542398	0.6406	chip2
SNP_A-1738883	2601693	0.3968	chip2
SNP_A-1645780	2776707	0.6399	chip2
SNP_A-1742010	2850907	1.065	chip1
SNP_A-1742174	2851133	1	chip1
SNP_A-1685689	2952727	0.5103	chip1
SNP_A-1685864	3006428	0.7311	chip2
SNP_A-1674239	3036730	0.6535	chip2
SNP_A-1697875	3086586	1.4193	chip2
SNP_A-1756040	3086645	0.6139	chip2
SNP_A-1717639	3086796	1	chip2
SNP_A-1650084	3111980	0.8524	chip2
SNP_A-1670639	3112326	1.3746	chip1
SNP_A-1716518	3156791	1.6309	chip1
SNP_A-1686214	3188851	1.2714	chip2
SNP_A-1746426	3189124	1.3958	chip2
SNP_A-1708452	3238690	0.7446	chip2
SNP_A-1720704	3362745	0.833	chip1
SNP_A-1722533	3371115	1	chip1
SNP_A-1744898	3400993	1.0577	chip1
SNP_A-1657398	3721796	1.0023	chip1
SNP_A-1642642	4308726	0.69	chip1
SNP_A-1678878	4359414	0.7124	chip2
SNP_A-1729182	4547912	1.6017	chip2
SNP_A-1668034	4551030	2.5591	chip2
SNP_A-1716243	4560655	0.9508	chip2
SNP_A-1693961	4563914	1.1538	chip2
SNP_A-1743399	4568152	0.5636	chip2
SNP_A-1688131	4573516	0.7395	chip1
SNP_A-1689812	4581283	1.1746	chip1
SNP_A-1693155	4592968	1.2746	chip1
SNP_A-1757147	4599378	0.6083	chip2
SNP_A-1706611	4620361	1	chip2
SNP_A-1650148	4675661	0.735	chip2
SNP_A-1746986	4680695	0.5424	chip1
