Probe_Set	Phy_position	CPA	chiptype
SNP_A-1654532	9928594	1.2801	chip1
SNP_A-1672797	10000969	0.519	chip1
SNP_A-1722097	10019412	0.3768	chip1
SNP_A-1722293	10019671	1.5811	chip1
SNP_A-1676906	10039984	1.9004	chip2
SNP_A-1696780	13492945	1.3999	chip2
SNP_A-1644380	13574779	0.7493	chip2
SNP_A-1755943	13837355	1.4102	chip1
SNP_A-1756043	13837926	1.2563	chip1
SNP_A-1738735	13950406	1.8629	chip2
SNP_A-1736301	13950882	0.6796	chip2
SNP_A-1689265	14041746	1.3036	chip1
SNP_A-1691905	14093517	0.5127	chip1
SNP_A-1728394	14159992	1.8861	chip1
SNP_A-1664767	14244707	0.4114	chip1
SNP_A-1732328	14416826	0.9809	chip1
SNP_A-1732547	14417622	1	chip1
SNP_A-1720237	14423156	0.9997	chip2
SNP_A-1717829	14439974	0.6936	chip2
SNP_A-1707818	14516242	0.9502	chip2
SNP_A-1703221	14517066	0.7222	chip2
SNP_A-1677299	14526772	1.1835	chip1
SNP_A-1678853	14527183	1.562	chip1
SNP_A-1679013	14527258	2.2297	chip1
SNP_A-1679237	14527645	0.5154	chip1
SNP_A-1730047	14539952	1.5447	chip1
SNP_A-1731564	14541050	1.3332	chip1
SNP_A-1735025	14546088	1.0903	chip1
SNP_A-1735313	14546518	1	chip1
SNP_A-1649176	14566222	1.0556	chip2
SNP_A-1724292	14592895	1	chip2
SNP_A-1645586	14596467	1.3396	chip2
SNP_A-1748023	14612262	0.7578	chip2
SNP_A-1730880	14613855	0.555	chip1
SNP_A-1730990	14613941	0.7793	chip1
SNP_A-1756525	14618186	0.7571	chip2
SNP_A-1712304	14659928	1	chip1
SNP_A-1721442	14687786	1.2342	chip1
SNP_A-1721639	14687891	0.9169	chip1
SNP_A-1721747	14688005	1.1265	chip1
SNP_A-1691516	14696600	1.5408	chip2
SNP_A-1654765	14743816	0.6883	chip2
SNP_A-1656133	14744278	1.6231	chip2
SNP_A-1739256	14752268	1.7814	chip1
SNP_A-1739368	14752449	0.6989	chip1
SNP_A-1716367	14771576	1.1159	chip2
SNP_A-1749263	14771745	0.5721	chip2
SNP_A-1745707	14775306	0.9768	chip1
SNP_A-1675768	14789617	1.1109	chip2
SNP_A-1677151	14807519	0.9404	chip1
SNP_A-1680529	14813087	1	chip1
SNP_A-1680813	14814670	0.7726	chip1
SNP_A-1687759	14821483	1	chip1
SNP_A-1687959	14822069	0.7799	chip1
SNP_A-1754110	14878827	1.6037	chip2
SNP_A-1704601	14881344	1.8684	chip2
SNP_A-1693827	14937687	0.8552	chip2
SNP_A-1729591	14948137	0.7566	chip1
SNP_A-1663340	14948471	1.8262	chip2
SNP_A-1724790	14948568	1.0218	chip2
SNP_A-1735998	14960420	0.8205	chip1
SNP_A-1737658	14967943	1.415	chip1
SNP_A-1672451	14999354	1.2446	chip1
SNP_A-1711018	15008235	0.9516	chip2
SNP_A-1749383	15012898	0.9575	chip2
SNP_A-1757241	15012990	1.6091	chip2
SNP_A-1692796	15017462	0.5902	chip2
SNP_A-1684448	15032062	1.3308	chip2
SNP_A-1662126	15032440	0.7959	chip2
SNP_A-1736993	15033311	0.9578	chip2
SNP_A-1678672	15043293	1.0018	chip2
SNP_A-1643764	15043346	0.8808	chip2
SNP_A-1655609	15043892	1.2008	chip2
SNP_A-1660822	15048018	1.5733	chip1
SNP_A-1707307	15057767	1.4201	chip2
SNP_A-1660781	15058052	1.5524	chip2
SNP_A-1706566	15069892	0.9384	chip1
SNP_A-1709848	15082222	0.6762	chip1
SNP_A-1671412	15112631	1	chip2
SNP_A-1676438	15112748	1.1936	chip2
SNP_A-1753081	15116371	1	chip2
SNP_A-1700137	15146679	0.8797	chip2
SNP_A-1669665	15149849	1.7137	chip2
SNP_A-1679536	15149921	0.5654	chip2
SNP_A-1708821	15152606	1.0063	chip2
SNP_A-1656594	15171801	1.1763	chip1
SNP_A-1741911	15177499	0.6329	chip2
SNP_A-1687907	15245706	0.6171	chip1
SNP_A-1689651	15253394	1.2016	chip1
SNP_A-1689872	15253724	1.0233	chip1
SNP_A-1690216	15257273	1.8462	chip1
